KEGG_ko	anonymous_reads1
ko:K00337	45.839484999999996
ko:K00338	93.14304
ko:K00339	39.01021
ko:K00340	28.991684
ko:K00341	37.95557
ko:K00342	76.96498
ko:K00343	34.549757
ko:K00344	5.95813
ko:K00346	26.32151
ko:K00347	27.03629
ko:K00348	50.507799999999996
ko:K00349	42.31472
ko:K00350	28.804650000000002
ko:K00351	40.24409
ko:K00354	4.45621
ko:K00355	12.620550000000001
ko:K00362	3.00038
ko:K00364	4.07842
ko:K00366	11.6507
ko:K00374	3.38894
ko:K00375	351.78688
ko:K00380	21.24999
ko:K00381	4.34635
ko:K00382	274.18129
ko:K00384	461.73905
ko:K00385	12.0522
ko:K00390	69.67624
ko:K00394	91.63832
ko:K00395	173.621265
ko:K00425	82.37816
ko:K00426	133.15106
ko:K00428	18.179389999999998
ko:K00432	129.88007000000002
ko:K00433	26.33783
ko:K00437	3.77026
ko:K00441	142.345
ko:K00459	77.52244
ko:K00483	11.0593
ko:K00484	3.53063
ko:K00505	46.01442
ko:K00520	37.91923
ko:K00525	239.80631
ko:K00526	46.31943
ko:K00528	204.67852
ko:K00531	26.8246
ko:K00533	86.90835
ko:K00534	53.3803
ko:K00537	165.92072
ko:K00547	20.18826
ko:K00548	158.04894
ko:K00549	48.97192
ko:K00554	205.03277
ko:K00556	56.62566
ko:K00558	210.790745
ko:K00560	85.07304
ko:K00563	47.75891
ko:K00564	15.78339
ko:K00566	581.796383
ko:K00567	346.43282
ko:K00568	20.36383
ko:K00571	91.74724
ko:K00574	8.85754
ko:K00575	27.17908
ko:K00588	80.08557
ko:K00590	72.87858
ko:K00595	65.56383
ko:K00598	39.979910000000004
ko:K00600	70.19736
ko:K00602	316.02977
ko:K00603	43.79067
ko:K00604	163.12833999999998
ko:K00605	104.13866999999999
ko:K00606	86.01634
ko:K00609	269.2041
ko:K00610	113.40219
ko:K00611	217.96273
ko:K00612	4.97743
ko:K00613	8.17936
ko:K00615	855.46867
ko:K00616	195.15471
ko:K00620	104.58366
ko:K00625	227.36566
ko:K00626	165.30722
ko:K00627	286.40427999999997
ko:K00632	71.5551
ko:K00633	145.817925
ko:K00634	77.66638
ko:K00638	30.7063
ko:K00639	109.922877
ko:K00640	326.21642
ko:K00641	7.22797
ko:K00645	312.30921
ko:K00646	6.22262
ko:K00647	71.593585
ko:K00648	309.67793
ko:K00651	133.24117
ko:K00652	54.192713
ko:K00655	282.02742
ko:K00656	495.73751
ko:K00657	180.38874
ko:K00658	295.15704
ko:K00661	386.028505
ko:K00662	19.85034
ko:K00663	9.31762
ko:K00666	136.30601
ko:K00674	36.14707
ko:K00677	52.66637
ko:K00681	50.05051
ko:K00683	6.52438
ko:K00684	9.54398
ko:K00688	479.279474
ko:K00689	11.7531
ko:K00690	60.68272
ko:K00691	158.963774
ko:K00692	4.16317
ko:K00693	61.814170000000004
ko:K00694	27.75259
ko:K00697	41.39165
ko:K00700	274.16163
ko:K00702	46.72475
ko:K00703	94.37129
ko:K00705	521.0032199999999
ko:K00712	18.2918
ko:K00713	6.11871
ko:K00720	19.09829
ko:K00721	22.78386
ko:K00748	74.48656
ko:K00754	42.57154
ko:K00756	10.04389
ko:K00757	135.27251
ko:K00758	10.04389
ko:K00759	168.11072000000001
ko:K00760	199.56284
ko:K00761	578.11985
ko:K00762	288.26583
ko:K00763	140.37816
ko:K00764	436.31888100000003
ko:K00765	154.59373
ko:K00766	152.47249
ko:K00767	99.9387
ko:K00768	545.13733
ko:K00772	10.6854
ko:K00773	214.21901
ko:K00782	88.19963
ko:K00783	219.97653
ko:K00784	170.42663000000002
ko:K00786	2.4234
ko:K00788	197.49916
ko:K00789	209.52208
ko:K00790	224.15505000000002
ko:K00791	241.75115
ko:K00793	100.03151
ko:K00794	94.01873
ko:K00795	4.07816
ko:K00796	122.79244
ko:K00797	83.11147
ko:K00798	29.59048
ko:K00800	390.69678
ko:K00801	6.05721
ko:K00805	217.57089000000002
ko:K00806	236.42494
ko:K00812	273.1017
ko:K00817	277.71506
ko:K00819	86.6833
ko:K00820	190.23551
ko:K00821	298.53688999999997
ko:K00823	24.18497
ko:K00824	4.64042
ko:K00826	131.43115
ko:K00830	3.55272
ko:K00831	129.00355
ko:K00832	21.045
ko:K00833	48.64913
ko:K00835	4.21232
ko:K00842	5.28336
ko:K00844	22.04562
ko:K00845	515.16819
ko:K00847	454.670505
ko:K00848	97.67726
ko:K00849	134.02742
ko:K00850	143.41412
ko:K00851	7.92871
ko:K00852	250.82319999999999
ko:K00853	13.03556
ko:K00854	324.60088
ko:K00856	28.9762
ko:K00857	75.88015
ko:K00858	143.758154
ko:K00859	486.16676
ko:K00860	121.25176
ko:K00863	24.16583
ko:K00864	315.48653
ko:K00865	92.37102
ko:K00868	208.71573
ko:K00872	73.06406
ko:K00873	277.35382
ko:K00874	205.76491
ko:K00876	388.88245
ko:K00878	55.69466
ko:K00879	100.00653
ko:K00880	12.01757
ko:K00882	143.16544
ko:K00886	16.43415
ko:K00887	43.150890000000004
ko:K00891	499.28398000000004
ko:K00895	69.66779
ko:K00899	124.30039
ko:K00901	105.85078
ko:K00912	41.78371
ko:K00917	28.4854
ko:K00918	4.17513
ko:K00919	457.54347
ko:K00925	210.22561000000002
ko:K00926	119.20175
ko:K00927	244.362467
ko:K00928	247.53682
ko:K00929	65.09619
ko:K00930	199.79482
ko:K00931	234.93628
ko:K00936	87.176
ko:K00937	250.41075
ko:K00939	222.43191000000002
ko:K00940	188.11121
ko:K00941	195.95891
ko:K00942	303.54825
ko:K00943	160.125
ko:K00945	223.40667
ko:K00946	65.50994999999999
ko:K00948	157.03018
ko:K00949	105.11259
ko:K00950	110.75312
ko:K00951	257.05518
ko:K00954	179.14518999999999
ko:K00955	118.92343
ko:K00956	114.45047000000001
ko:K00957	144.95078999999998
ko:K00958	23.110580000000002
ko:K00962	216.73182
ko:K00963	151.72474
ko:K00965	97.91973
ko:K00966	18.17829
ko:K00968	15.86524
ko:K00969	540.66745
ko:K00970	154.13727
ko:K00971	198.47508
ko:K00972	2.27342
ko:K00973	124.89612299999999
ko:K00974	216.09605
ko:K00975	106.03916
ko:K00978	31.47567
ko:K00979	189.37604000000002
ko:K00980	55.76021
ko:K00981	260.31752
ko:K00982	20.42145
ko:K00983	87.55989
ko:K00986	143.93887999999998
ko:K00989	41.60604
ko:K00990	10.4131
ko:K00991	265.89128999999997
ko:K00992	29.4821
ko:K00995	131.59271
ko:K00996	423.57591
ko:K00997	188.9918
ko:K00999	10.8315
ko:K01000	142.86592
ko:K01002	10.44408
ko:K01006	413.69027
ko:K01007	193.66296
ko:K01008	49.21008
ko:K01011	80.94364
ko:K01012	300.48429
ko:K01023	68.41505000000001
ko:K01027	8.02977
ko:K01028	11.83498
ko:K01031	3.25919
ko:K01032	4.77058
ko:K01034	3.25919
ko:K01035	4.77058
ko:K01039	14.16728
ko:K01040	13.408290000000001
ko:K01042	63.883810000000004
ko:K01046	11.383320000000001
ko:K01048	109.24238
ko:K01051	147.54657
ko:K01053	2.39559
ko:K01055	16.819249999999997
ko:K01056	178.91648
ko:K01057	40.91539
ko:K01058	9.14326
ko:K01060	133.20535999999998
ko:K01066	45.26133
ko:K01067	34.148920000000004
ko:K01070	62.961617000000004
ko:K01071	174.59511
ko:K01073	41.3269
ko:K01077	153.570607
ko:K01079	40.22552
ko:K01081	109.23781000000001
ko:K01082	83.65782
ko:K01089	45.0933
ko:K01090	11.5692
ko:K01091	527.6156
ko:K01092	103.71288
ko:K01093	4.98527
ko:K01095	46.28075
ko:K01096	16.5232
ko:K01101	50.04982
ko:K01104	399.16364
ko:K01113	6.26579
ko:K01118	82.43574
ko:K01119	127.25239
ko:K01126	452.892667
ko:K01128	6.02015
ko:K01129	293.4582
ko:K01130	353.63318
ko:K01133	10.4278
ko:K01138	42.484049999999996
ko:K01139	120.48662
ko:K01141	5.5511
ko:K01142	145.80413000000001
ko:K01144	47.221707
ko:K01147	36.7205
ko:K01150	5.37175
ko:K01151	127.79584
ko:K01153	360.44214
ko:K01154	2324.7539500000003
ko:K01155	101.76159
ko:K01156	105.74436
ko:K01159	189.65789
ko:K01163	120.61627
ko:K01173	100.22028
ko:K01176	275.98204
ko:K01178	31.37013
ko:K01179	105.99446999999999
ko:K01181	75.1619
ko:K01182	156.77663
ko:K01183	32.19888
ko:K01185	172.885311
ko:K01186	190.27796
ko:K01187	421.710959
ko:K01190	999.1297509999999
ko:K01191	68.83028
ko:K01192	209.30722
ko:K01193	144.78314
ko:K01194	3.29344
ko:K01195	15.77278
ko:K01197	116.6476
ko:K01198	99.735074
ko:K01200	130.38961
ko:K01201	57.216607
ko:K01205	78.76189
ko:K01206	369.09881
ko:K01207	190.08837
ko:K01208	180.1232
ko:K01209	260.425444
ko:K01210	16.64721
ko:K01214	83.62833
ko:K01215	27.77235
ko:K01218	18.2609
ko:K01220	17.2263
ko:K01222	65.82903
ko:K01223	69.03631
ko:K01224	97.73870000000001
ko:K01226	34.25372
ko:K01227	8.31988
ko:K01232	54.5687
ko:K01233	2.77029
ko:K01235	68.36395999999999
ko:K01239	55.19782
ko:K01241	24.38977
ko:K01243	84.96709
ko:K01246	197.44394
ko:K01247	24.43805
ko:K01250	50.508430000000004
ko:K01251	158.43474
ko:K01253	13.2578
ko:K01255	44.00303
ko:K01256	74.31531
ko:K01258	248.48686
ko:K01259	47.0239
ko:K01262	359.708383
ko:K01265	352.51911
ko:K01266	9.89257
ko:K01267	71.92628
ko:K01270	201.391945
ko:K01271	120.89489999999999
ko:K01273	138.75639
ko:K01274	68.02922000000001
ko:K01277	94.173525
ko:K01278	213.777554
ko:K01284	159.45096
ko:K01286	209.95475
ko:K01295	45.28738
ko:K01297	24.88464
ko:K01299	46.14974
ko:K01304	77.62303
ko:K01305	6.7936700000000005
ko:K01308	3.35308
ko:K01322	24.54297
ko:K01337	26.34684
ko:K01338	414.013169
ko:K01342	9.14453
ko:K01354	10.00683
ko:K01356	230.85926
ko:K01358	307.24042000000003
ko:K01361	8.19646
ko:K01364	8.88236
ko:K01372	208.1115
ko:K01387	5.52882
ko:K01389	10.313320000000001
ko:K01409	367.53513300000003
ko:K01414	108.34389
ko:K01415	75.22776999999999
ko:K01420	91.56389
ko:K01421	148.21732
ko:K01424	334.0562
ko:K01425	70.4497
ko:K01426	82.44046
ko:K01428	24.27174
ko:K01429	51.95066
ko:K01430	42.108489999999996
ko:K01431	5.84514
ko:K01433	8.56932
ko:K01436	15.95714
ko:K01438	236.38549999999998
ko:K01439	401.09279
ko:K01442	320.48906
ko:K01443	1384.61272
ko:K01444	27.769289999999998
ko:K01447	263.512804
ko:K01448	474.418535
ko:K01449	115.11269
ko:K01457	13.65109
ko:K01460	3.624
ko:K01462	347.37221
ko:K01463	28.91403
ko:K01464	21.243949999999998
ko:K01465	207.61765
ko:K01468	36.66379
ko:K01469	4.07245
ko:K01470	148.20959
ko:K01476	60.002039999999994
ko:K01478	57.18181
ko:K01480	118.50937
ko:K01482	16.87969
ko:K01485	20.023469999999996
ko:K01486	92.48763
ko:K01487	90.09476
ko:K01488	18.57448
ko:K01489	337.94997
ko:K01491	216.086865
ko:K01493	174.84431
ko:K01494	50.96089
ko:K01495	119.34074000000001
ko:K01496	248.60447
ko:K01501	19.10972
ko:K01507	30.858449999999998
ko:K01512	206.877965
ko:K01515	116.1863
ko:K01520	561.3381400000001
ko:K01523	270.94029
ko:K01524	231.748133
ko:K01525	28.7039
ko:K01531	48.85387
ko:K01533	284.38647000000003
ko:K01534	257.36681
ko:K01537	291.97267999999997
ko:K01546	62.36086
ko:K01547	93.6555
ko:K01548	107.63766000000001
ko:K01551	67.00035
ko:K01560	103.66175
ko:K01567	2.67169
ko:K01571	208.3348
ko:K01572	166.52748
ko:K01573	107.75171
ko:K01574	5.99959
ko:K01575	6.00786
ko:K01577	5.35488
ko:K01579	131.04334
ko:K01580	188.0246
ko:K01581	12.6381
ko:K01582	74.59764
ko:K01583	74.59764
ko:K01585	252.32531
ko:K01586	144.68043
ko:K01588	296.22251
ko:K01589	30.71048
ko:K01590	7.96885
ko:K01591	245.68712
ko:K01595	16.83644
ko:K01596	5.13977
ko:K01597	3.70158
ko:K01598	104.31151
ko:K01599	85.49086
ko:K01607	204.65189
ko:K01609	148.87287
ko:K01610	78.397813
ko:K01611	29.55657
ko:K01613	96.504524
ko:K01615	209.9043
ko:K01619	182.012652
ko:K01620	186.025857
ko:K01621	18.83258
ko:K01623	3.81362
ko:K01624	188.99568
ko:K01625	15.80197
ko:K01626	95.080642
ko:K01627	40.79671
ko:K01628	123.61614
ko:K01629	59.71553
ko:K01630	35.6577
ko:K01633	94.51728
ko:K01634	168.21386
ko:K01639	51.73618
ko:K01643	11.7377
ko:K01644	8.21718
ko:K01646	44.444
ko:K01647	190.17717000000002
ko:K01649	283.74115
ko:K01652	322.03807
ko:K01653	146.31982
ko:K01654	60.493469999999995
ko:K01657	208.99517
ko:K01658	142.73404
ko:K01659	17.52554
ko:K01661	137.46203
ko:K01662	206.25528
ko:K01664	79.64189
ko:K01665	63.943870000000004
ko:K01666	56.296170000000004
ko:K01667	40.285847
ko:K01668	69.42994
ko:K01673	65.20375
ko:K01676	171.30696999999998
ko:K01677	144.08034
ko:K01678	188.46492
ko:K01679	207.22087
ko:K01681	215.97028
ko:K01683	34.94281
ko:K01684	28.26308
ko:K01685	34.62701
ko:K01686	183.71723
ko:K01687	251.70982999999998
ko:K01689	263.08487
ko:K01692	1.53934
ko:K01693	172.95878
ko:K01695	193.054911
ko:K01696	260.67288
ko:K01697	28.16807
ko:K01698	81.75301
ko:K01703	371.20695
ko:K01704	301.72157
ko:K01706	11.8856
ko:K01707	33.5856
ko:K01708	20.408209999999997
ko:K01709	15.1379
ko:K01710	148.334571
ko:K01711	188.76117
ko:K01712	39.55172
ko:K01713	11.58889
ko:K01714	286.901845
ko:K01715	60.19327
ko:K01719	59.68097
ko:K01727	28.45495
ko:K01729	28.52997
ko:K01730	30.809269999999998
ko:K01733	152.0367
ko:K01734	121.91685
ko:K01735	193.52278
ko:K01736	162.7532
ko:K01737	132.54148
ko:K01738	351.46472
ko:K01739	229.20833000000002
ko:K01740	238.81047
ko:K01744	280.76518999999996
ko:K01745	87.92849
ko:K01749	31.11534
ko:K01750	38.26805
ko:K01751	20.42162
ko:K01752	1113.89029
ko:K01754	259.52852
ko:K01755	232.64004
ko:K01756	263.6286
ko:K01759	283.13594
ko:K01760	281.1017
ko:K01761	49.93528
ko:K01768	15.015789999999999
ko:K01770	211.65373
ko:K01772	96.23553999999999
ko:K01775	415.790424
ko:K01776	244.99208
ko:K01778	136.78459
ko:K01779	18.53808
ko:K01783	274.86643
ko:K01784	499.61703
ko:K01785	285.751334
ko:K01787	106.10679999999999
ko:K01788	151.53007
ko:K01790	172.962657
ko:K01791	257.39238
ko:K01792	25.06592
ko:K01795	2.76414
ko:K01802	223.59262
ko:K01803	321.55709
ko:K01804	130.22014000000001
ko:K01805	85.09549
ko:K01807	51.98347
ko:K01808	297.10763
ko:K01809	79.82819
ko:K01810	171.99894
ko:K01811	209.803745
ko:K01812	37.60613
ko:K01813	48.77603
ko:K01814	581.15919
ko:K01815	49.515685
ko:K01816	22.62817
ko:K01817	181.07406
ko:K01818	189.29493
ko:K01821	80.5206
ko:K01823	18.78
ko:K01829	10.43321
ko:K01834	142.22796
ko:K01835	371.49095
ko:K01838	35.5763
ko:K01839	90.78743
ko:K01840	179.86348
ko:K01841	4.50335
ko:K01843	50.80498
ko:K01844	8.02282
ko:K01845	59.63624
ko:K01847	213.28888
ko:K01854	155.30541
ko:K01857	6.13963
ko:K01858	13.836920000000001
ko:K01866	236.33814
ko:K01867	219.2928
ko:K01868	411.56349
ko:K01869	245.2333
ko:K01870	224.24088
ko:K01872	275.24808
ko:K01873	297.34868
ko:K01874	248.00553
ko:K01875	177.44949
ko:K01876	461.26009000000005
ko:K01878	98.98597000000001
ko:K01879	73.50422999999999
ko:K01880	112.46339
ko:K01881	196.23345
ko:K01883	176.15195
ko:K01885	327.36016
ko:K01886	101.46396
ko:K01887	253.09332999999998
ko:K01889	395.50399
ko:K01890	237.67016
ko:K01892	228.53518
ko:K01893	320.145067
ko:K01894	4.86991
ko:K01895	201.17881
ko:K01897	587.7108000000001
ko:K01902	152.09278
ko:K01903	207.32983
ko:K01910	10.9847
ko:K01911	128.36979
ko:K01912	233.9322
ko:K01914	116.083864
ko:K01915	335.89695
ko:K01918	84.41975
ko:K01919	38.26693
ko:K01921	282.95068000000003
ko:K01923	240.22242
ko:K01924	300.7272
ko:K01925	184.80338700000001
ko:K01926	135.81967
ko:K01928	244.00016
ko:K01929	276.492864
ko:K01933	166.46945
ko:K01934	159.34493
ko:K01935	52.93779
ko:K01937	187.2988
ko:K01938	251.55794
ko:K01939	232.00965
ko:K01940	273.44836
ko:K01941	83.31360000000001
ko:K01945	146.23384000000001
ko:K01947	5.97245
ko:K01950	253.739795
ko:K01951	275.77531
ko:K01952	433.34811
ko:K01953	212.77601
ko:K01955	420.193085
ko:K01956	166.082827
ko:K01958	16.57747
ko:K01960	131.008454
ko:K01961	202.15713100000002
ko:K01962	360.45501
ko:K01963	366.23654
ko:K01965	55.51917
ko:K01966	129.44628
ko:K01971	22.604979999999998
ko:K01972	368.64631
ko:K01974	13.3736
ko:K01975	34.567190000000004
ko:K01989	139.91252
ko:K01990	1652.393881
ko:K01991	127.807451
ko:K01992	2137.810602
ko:K01993	104.99297
ko:K01995	81.14108999999999
ko:K01996	95.7166
ko:K01997	80.2386
ko:K01998	116.61275
ko:K01999	91.00771
ko:K02000	75.39744
ko:K02001	22.65955
ko:K02002	52.770791
ko:K02003	1381.5252
ko:K02004	2007.944413
ko:K02005	314.550291
ko:K02006	135.60995
ko:K02007	72.09091000000001
ko:K02008	55.04975
ko:K02009	36.62797
ko:K02010	170.33657
ko:K02011	75.99249
ko:K02012	103.61268
ko:K02013	474.58078
ko:K02014	489.789174
ko:K02015	240.59974
ko:K02016	345.39237
ko:K02017	537.03562
ko:K02018	53.67973
ko:K02019	175.28707
ko:K02020	47.67169
ko:K02021	5.45056
ko:K02022	9.16912
ko:K02025	776.0869
ko:K02026	606.03384
ko:K02027	749.984622
ko:K02028	467.30161
ko:K02029	597.878631
ko:K02030	766.88495
ko:K02031	374.50056
ko:K02032	198.29976
ko:K02033	262.11091999999996
ko:K02034	428.81317
ko:K02035	602.151611
ko:K02036	256.20767
ko:K02037	363.32475
ko:K02038	211.53818
ko:K02039	219.88391
ko:K02040	356.57593
ko:K02041	9.55901
ko:K02042	23.02082
ko:K02044	14.7334
ko:K02045	4.81433
ko:K02046	4.79118
ko:K02047	4.60344
ko:K02048	4.48874
ko:K02049	741.66966
ko:K02050	739.4916099999999
ko:K02051	301.87192
ko:K02052	43.43798
ko:K02053	36.74468
ko:K02054	44.174766999999996
ko:K02055	29.43929
ko:K02056	310.29823
ko:K02057	316.42705
ko:K02058	18.82059
ko:K02065	52.65625
ko:K02066	50.55829
ko:K02067	125.5481
ko:K02068	36.3474
ko:K02069	27.70503
ko:K02071	131.43162
ko:K02072	118.63319
ko:K02073	169.69858
ko:K02074	14.81603
ko:K02075	62.58341
ko:K02076	5.75702
ko:K02077	52.73756
ko:K02078	988.88306
ko:K02080	2.72199
ko:K02081	63.23921
ko:K02082	44.682
ko:K02083	10.2465
ko:K02086	4.27136
ko:K02099	18.514850000000003
ko:K02100	72.01542
ko:K02103	101.44283999999999
ko:K02108	256.142247
ko:K02109	223.55804
ko:K02110	834.4362600000001
ko:K02111	324.46157
ko:K02112	248.18929
ko:K02113	216.4343
ko:K02114	270.65461
ko:K02115	210.67817
ko:K02116	0.0
ko:K02117	125.87662
ko:K02118	139.35399999999998
ko:K02119	47.70687
ko:K02120	85.18658
ko:K02121	64.27663
ko:K02122	121.2017
ko:K02123	160.38896
ko:K02124	235.26508
ko:K02160	44.0708
ko:K02168	13.086030000000001
ko:K02169	59.92648
ko:K02171	109.94936
ko:K02172	236.20467
ko:K02182	19.45621
ko:K02188	36.328261
ko:K02189	42.35788
ko:K02190	230.30242
ko:K02191	12.22589
ko:K02193	19.115124
ko:K02194	18.95352
ko:K02195	53.82056
ko:K02196	31.6321
ko:K02197	90.5932
ko:K02198	57.30185
ko:K02199	7.11518
ko:K02200	13.856670000000001
ko:K02203	40.97721
ko:K02204	301.041
ko:K02217	194.92586
ko:K02221	155.8997
ko:K02224	456.58824
ko:K02226	165.33677
ko:K02227	442.687635
ko:K02230	87.49339
ko:K02231	471.34726
ko:K02232	139.78539
ko:K02233	505.88959
ko:K02236	9.58026
ko:K02237	217.23852
ko:K02238	240.36311
ko:K02241	2.40741
ko:K02242	33.10768
ko:K02250	27.4042
ko:K02278	31.33063
ko:K02279	58.9087
ko:K02280	20.84651
ko:K02282	96.80046999999999
ko:K02283	175.68081
ko:K02291	7.65216
ko:K02302	93.27442
ko:K02303	83.02027000000001
ko:K02304	444.8924
ko:K02313	195.62157
ko:K02314	308.08399
ko:K02315	244.276455
ko:K02316	332.15319999999997
ko:K02334	63.063500000000005
ko:K02335	371.7373
ko:K02337	347.75759999999997
ko:K02338	256.826174
ko:K02339	10.2349
ko:K02340	169.82038
ko:K02341	211.580591
ko:K02342	270.966971
ko:K02343	182.06549
ko:K02346	390.87071
ko:K02348	13.26137
ko:K02352	4.19744
ko:K02355	440.26225
ko:K02356	136.36767
ko:K02357	152.97301
ko:K02358	515.68339
ko:K02359	33.26258
ko:K02361	29.711260000000003
ko:K02371	220.67569
ko:K02372	82.27202
ko:K02377	62.71305
ko:K02379	18.57501
ko:K02380	40.69798
ko:K02385	98.9217
ko:K02387	21.65473
ko:K02388	22.264020000000002
ko:K02389	53.909960000000005
ko:K02390	25.607570000000003
ko:K02392	36.72878
ko:K02395	15.72218
ko:K02396	32.9931
ko:K02397	13.87251
ko:K02398	29.4994
ko:K02400	52.79166
ko:K02401	38.64416
ko:K02404	4.03357
ko:K02405	11.93176
ko:K02406	61.25717
ko:K02407	26.48908
ko:K02408	38.5989
ko:K02409	106.8131
ko:K02410	17.41384
ko:K02411	37.97219
ko:K02412	17.62389
ko:K02413	5.12331
ko:K02414	27.27531
ko:K02415	7.53532
ko:K02416	21.961959999999998
ko:K02417	85.65690000000001
ko:K02418	29.65428
ko:K02419	10.85888
ko:K02420	64.3575
ko:K02421	23.93696
ko:K02422	26.98272
ko:K02424	5.42614
ko:K02426	34.03736
ko:K02427	41.86065
ko:K02428	454.7794
ko:K02429	90.0026
ko:K02431	5.92523
ko:K02433	243.388743
ko:K02434	375.01524
ko:K02435	591.88688
ko:K02437	193.04499
ko:K02438	58.52045
ko:K02440	60.23963
ko:K02441	4.88001
ko:K02443	10.189259999999999
ko:K02444	3.41877
ko:K02445	64.5817
ko:K02446	11.5023
ko:K02450	32.31366
ko:K02453	9.48253
ko:K02454	14.146740000000001
ko:K02455	10.9543
ko:K02456	79.03522000000001
ko:K02457	32.17603
ko:K02458	7.46451
ko:K02469	465.5683
ko:K02470	343.617416
ko:K02471	14.263090000000002
ko:K02472	57.77763
ko:K02473	24.89191
ko:K02474	91.42079
ko:K02475	3.17903
ko:K02477	183.01852
ko:K02478	2.75005
ko:K02481	186.45802
ko:K02483	67.87263
ko:K02484	103.65972099999999
ko:K02487	4.39752
ko:K02492	115.05145
ko:K02493	216.57865
ko:K02499	88.19783
ko:K02500	292.95893
ko:K02501	214.90542
ko:K02502	211.95985000000002
ko:K02503	361.90522
ko:K02506	9.58026
ko:K02507	12.5631
ko:K02517	86.27577
ko:K02518	1380.071251
ko:K02519	264.73266
ko:K02520	207.01067
ko:K02521	8.29445
ko:K02523	109.46072
ko:K02527	75.565401
ko:K02528	145.471945
ko:K02529	881.23619
ko:K02530	13.2066
ko:K02532	42.31549
ko:K02535	10.2072
ko:K02536	230.15633
ko:K02538	57.38029
ko:K02548	77.05277
ko:K02549	92.77681
ko:K02551	142.82972
ko:K02552	37.96232
ko:K02556	13.417085
ko:K02557	23.72588
ko:K02558	63.130669999999995
ko:K02560	14.381530000000001
ko:K02563	164.93725
ko:K02564	238.911721
ko:K02566	72.80439000000001
ko:K02567	25.23491
ko:K02568	18.1828
ko:K02570	76.6044
