KEGG_ko	microbiome2
-	466018.08837
ko:K00001	129.96532000000002
ko:K00003	119.34575000000001
ko:K00004	13.731449999999999
ko:K00005	76.10392
ko:K00008	353.21711
ko:K00009	75.78264
ko:K00010	3.04789
ko:K00012	341.74267000000003
ko:K00013	409.41753
ko:K00014	160.17075
ko:K00015	8.64664
ko:K00016	95.11662
ko:K00018	116.59641
ko:K00020	63.22301
ko:K00023	15.46799
ko:K00024	148.815157
ko:K00027	332.59865
ko:K00029	107.55882
ko:K00030	76.42019
ko:K00031	212.148593
ko:K00033	39.83299
ko:K00034	9.98338
ko:K00036	63.891434999999994
ko:K00038	9.55938
ko:K00040	22.83462
ko:K00041	78.92137
ko:K00042	25.82496
ko:K00045	47.45626
ko:K00046	327.30511
ko:K00048	58.15017
ko:K00052	269.64544
ko:K00053	262.19104
ko:K00057	207.72146700000002
ko:K00058	398.782765
ko:K00059	893.420982
ko:K00060	86.79901
ko:K00064	18.74559
ko:K00065	10.14315
ko:K00067	205.361663
ko:K00068	36.915760000000006
ko:K00073	9.360289999999999
ko:K00074	151.13288300000002
ko:K00075	256.50964700000003
ko:K00076	110.63704999999999
ko:K00077	126.64276
ko:K00082	5.14907
ko:K00086	10.4122
ko:K00087	23.97542
ko:K00088	249.61348
ko:K00091	23.228279999999998
ko:K00096	86.00446
ko:K00097	30.57063
ko:K00099	182.75067
ko:K00102	26.6581
ko:K00104	46.87237
ko:K00111	98.59548
ko:K00112	4.124
ko:K00113	2.61541
ko:K00121	138.6255
ko:K00123	132.60025000000002
ko:K00124	47.54227
ko:K00125	9.14733
ko:K00127	52.367999999999995
ko:K00128	83.32908
ko:K00130	5.02718
ko:K00131	21.83709
ko:K00132	91.8425
ko:K00133	260.74675
ko:K00134	229.2772
ko:K00135	11.5609
ko:K00140	29.85333
ko:K00145	279.45693
ko:K00146	16.84704
ko:K00147	130.16694999999999
ko:K00148	24.7665
ko:K00151	16.84704
ko:K00156	163.34885
ko:K00158	4.30826
ko:K00161	16.27207
ko:K00162	4.48675
ko:K00164	15.38491
ko:K00169	94.36434
ko:K00170	109.61133
ko:K00172	45.85528
ko:K00174	239.20236
ko:K00175	147.23665
ko:K00176	730.9144200000001
ko:K00177	181.41677
ko:K00179	119.17972999999999
ko:K00180	47.87586
ko:K00183	192.070197
ko:K00184	169.68797
ko:K00185	50.65037
ko:K00186	4.252800000000001
ko:K00196	23.269849999999998
ko:K00198	38.10279
ko:K00208	35.805433
ko:K00209	30.484759999999998
ko:K00210	75.86534
ko:K00215	227.381083
ko:K00219	37.01585
ko:K00226	210.03127
ko:K00230	19.44282
ko:K00239	106.26203
ko:K00240	85.39914
ko:K00241	28.3504
ko:K00243	166.11906
ko:K00244	348.63017
ko:K00245	11.39603
ko:K00246	6.30463
ko:K00248	46.57745
ko:K00252	11.331620000000001
ko:K00254	35.70434
ko:K00259	146.68936
ko:K00260	13.3014
