KEGG_ko	microbiome0
ko:K00384	385.58594
ko:K00385	13.1949
ko:K00390	105.35504
ko:K00394	95.59089
ko:K00395	167.71089999999998
ko:K00425	84.11017
ko:K00426	42.22936
ko:K00428	48.04352
ko:K00432	61.954773
ko:K00433	16.46715
ko:K00437	8.1186
ko:K00441	162.895
ko:K00459	41.07728
ko:K00483	10.799
ko:K00484	10.2212
ko:K00505	8.90145
ko:K00520	91.54682
ko:K00525	189.71698
ko:K00526	55.173790000000004
ko:K00528	206.03596
ko:K00531	14.4817
ko:K00533	90.62055
ko:K00534	63.0335
ko:K00537	154.74551
ko:K00547	16.74255
ko:K00548	162.677417
ko:K00549	47.76766
ko:K00554	189.12334
ko:K00556	58.673429999999996
ko:K00558	258.9076
ko:K00560	72.7766
ko:K00563	25.19136
ko:K00564	56.151019999999995
ko:K00566	604.74811
ko:K00567	217.31886
ko:K00568	25.44641
ko:K00571	49.69208
ko:K00574	9.40863
ko:K00575	58.3666
ko:K00588	69.02819
ko:K00590	117.8098
ko:K00595	55.24613
ko:K00598	17.48343
ko:K00600	112.56685
ko:K00602	249.94704
ko:K00603	94.70197
ko:K00604	204.29664
ko:K00605	91.64627
ko:K00606	74.79155
ko:K00609	189.81359
ko:K00610	90.02398
ko:K00611	223.42826
ko:K00612	5.4293
ko:K00613	7.564
ko:K00615	725.07193
ko:K00616	274.87504
ko:K00620	109.111503
ko:K00625	188.69045
ko:K00626	132.47072
ko:K00627	180.2305
ko:K00632	75.785
ko:K00633	266.87871
ko:K00634	47.43046
ko:K00638	41.1604
ko:K00639	130.41024
ko:K00640	277.81457
ko:K00641	7.73212
ko:K00645	253.27624
ko:K00646	5.39134
ko:K00647	83.73333
ko:K00648	138.02282
ko:K00651	150.65121
ko:K00652	117.25484
ko:K00655	304.10072
ko:K00656	557.95579
ko:K00657	114.13879
ko:K00658	191.17543
ko:K00661	380.73486
ko:K00662	5.91978
ko:K00663	9.90289
ko:K00666	112.46532
ko:K00674	26.25199
ko:K00677	79.82157
ko:K00681	21.52327
ko:K00683	7.1775
ko:K00684	30.71244
ko:K00688	463.96668999999997
ko:K00689	18.3011
ko:K00690	39.32371
ko:K00691	97.0612
ko:K00692	4.73106
ko:K00693	90.93562
ko:K00694	48.93425
ko:K00697	8.13457
ko:K00700	296.52494
ko:K00702	16.73707
ko:K00703	77.9311
ko:K00705	768.64138
ko:K00712	21.998260000000002
ko:K00713	5.50871
ko:K00720	3.62123
ko:K00721	29.333876
ko:K00748	62.75116
ko:K00754	12.549050000000001
ko:K00756	32.13286
ko:K00757	255.47086000000002
ko:K00758	32.13286
ko:K00759	278.92496
ko:K00760	226.42631
ko:K00761	597.3083700000001
ko:K00762	239.2186
ko:K00763	199.17337600000002
ko:K00764	448.516533
ko:K00765	214.296134
ko:K00766	156.03588
ko:K00767	172.11214999999999
ko:K00768	489.68691
ko:K00772	13.5282
ko:K00773	233.8093
ko:K00782	81.83579999999999
ko:K00783	235.44671
ko:K00784	131.43883
ko:K00786	6.32144
ko:K00788	209.334427
ko:K00789	209.66736
ko:K00790	146.420682
ko:K00791	203.90292
ko:K00793	184.31122299999998
ko:K00794	76.0833
ko:K00795	7.06485
ko:K00796	98.05104
ko:K00797	109.59981
ko:K00798	58.07253
ko:K00800	248.52575
ko:K00801	4.36293
ko:K00805	225.6189
ko:K00806	213.4319
ko:K00812	193.79445
ko:K00817	291.69789000000003
ko:K00819	27.454250000000002
ko:K00820	189.538206
ko:K00821	330.813512
ko:K00823	15.94229
ko:K00824	4.10324
ko:K00826	141.82243
ko:K00830	4.29241
ko:K00831	130.43151
ko:K00832	20.30057
ko:K00833	110.44001
ko:K00835	4.33569
ko:K00842	6.11018
ko:K00844	10.18047
ko:K00845	615.17292
ko:K00847	319.361962
ko:K00848	23.15975
ko:K00849	199.12051
ko:K00850	181.487598
ko:K00851	6.87619
ko:K00852	250.420662
ko:K00853	15.884340000000002
ko:K00854	306.18847
ko:K00856	31.0883
ko:K00857	157.31119999999999
ko:K00858	118.4397
ko:K00859	439.56073000000004
ko:K00860	80.52277000000001
ko:K00863	6.67151
ko:K00864	590.9617499999999
ko:K00865	92.82052
ko:K00868	169.03716
ko:K00872	76.26593
ko:K00873	240.936601
ko:K00874	233.50003999999998
ko:K00876	163.74425
ko:K00878	47.81001
ko:K00879	22.54056
ko:K00880	10.47922
ko:K00882	279.56322
ko:K00886	32.814
ko:K00887	44.14718
ko:K00891	937.80192
ko:K00895	25.89732
ko:K00899	135.37348
ko:K00901	99.10018000000001
ko:K00912	87.19277
ko:K00917	27.3469
ko:K00918	13.227689999999999
ko:K00919	545.70831
ko:K00925	228.19903
ko:K00926	123.81913999999999
ko:K00927	241.21473
ko:K00928	217.87305
ko:K00929	43.398250000000004
ko:K00930	315.50318
ko:K00931	256.81085
ko:K00936	98.10144000000001
ko:K00937	188.284492
ko:K00939	212.46852
ko:K00940	96.85644
ko:K00941	223.2912
ko:K00942	347.39911
ko:K00943	149.75413
ko:K00945	217.432347
ko:K00946	101.60471
ko:K00948	187.871963
ko:K00949	153.95916599999998
ko:K00950	176.7573
ko:K00951	244.32677
ko:K00954	155.31991
ko:K00955	91.95973
ko:K00956	87.23787
ko:K00957	115.45152
ko:K00962	262.573021
ko:K00963	134.12865000000002
ko:K00965	86.01893
ko:K00966	18.85476
ko:K00968	19.18103
ko:K00969	420.24137
ko:K00970	134.12161
ko:K00971	157.11269000000001
ko:K00972	9.23118
ko:K00973	308.54629
ko:K00974	210.65785
ko:K00975	196.36481
ko:K00978	15.541039999999999
ko:K00979	198.09395
ko:K00980	59.13578
ko:K00981	231.86398
ko:K00982	14.82738
ko:K00983	76.53196
ko:K00986	318.68136
ko:K00989	38.42004
ko:K00990	11.363869999999999
ko:K00991	347.26455
ko:K00992	30.6012
ko:K00995	147.71589
ko:K00996	217.00683
ko:K00997	138.51499
ko:K00999	6.98016
ko:K01000	140.193017
ko:K01002	11.14225
ko:K01006	221.94291
ko:K01007	253.71945
ko:K01008	94.39256999999999
ko:K01011	58.60531
ko:K01012	357.70509
ko:K01023	178.30756
ko:K01027	8.17759
ko:K01028	15.77149
ko:K01031	5.51966
ko:K01032	2.65793
ko:K01034	5.51966
ko:K01035	2.65793
ko:K01039	14.77606
ko:K01040	15.72373
ko:K01042	64.81400000000001
ko:K01046	4.34749
ko:K01048	63.15599
ko:K01051	248.07374
ko:K01053	1.6772
ko:K01055	7.148149999999999
ko:K01056	191.28589
ko:K01057	28.66737
ko:K01058	7.599080000000001
ko:K01060	117.74365
ko:K01066	52.59701
ko:K01067	20.81305
ko:K01070	121.22336299999999
ko:K01071	263.83397
ko:K01073	47.9742
ko:K01077	150.83322
ko:K01079	79.40514
ko:K01081	84.32783
ko:K01082	100.76506
ko:K01089	52.87433
ko:K01090	7.965879999999999
ko:K01091	506.30762
ko:K01092	131.10327
ko:K01093	4.83899
ko:K01095	52.10082
ko:K01096	14.8983
ko:K01101	51.591608
ko:K01104	586.22796
ko:K01113	11.99028
ko:K01118	58.605180000000004
ko:K01119	177.04486
ko:K01126	368.43670000000003
ko:K01128	5.64497
ko:K01129	173.20084
ko:K01130	298.79024
ko:K01133	5.63053
ko:K01138	36.781299999999995
ko:K01139	136.01429
ko:K01141	6.60873
ko:K01142	314.18011
ko:K01144	49.16438
ko:K01147	26.16865
ko:K01150	8.55079
ko:K01151	175.26984
ko:K01153	348.78705
ko:K01154	1405.419437
ko:K01155	83.53402
ko:K01156	113.190217
ko:K01159	201.265211
ko:K01163	156.91745
ko:K01173	114.75899
ko:K01176	294.19787
ko:K01178	24.40541
ko:K01179	140.67223
ko:K01181	17.26064
ko:K01182	341.04814
ko:K01183	21.38595
ko:K01185	266.985607
ko:K01186	88.15029
ko:K01187	469.027487
ko:K01190	1138.36243
ko:K01191	62.56017
ko:K01192	149.39526
ko:K01193	121.31186
ko:K01194	2.83566
ko:K01195	34.30104
ko:K01197	66.00066
ko:K01198	105.034368
ko:K01200	85.01443
ko:K01201	99.36755
ko:K01205	80.6689
ko:K01206	381.40727
ko:K01207	178.6574
ko:K01208	189.87888999999998
ko:K01209	194.349378
ko:K01210	16.35798
ko:K01214	215.88475
ko:K01215	125.77749
ko:K01218	45.10862
ko:K01220	6.91677
ko:K01222	106.52364
ko:K01223	85.232517
ko:K01224	113.5399
ko:K01226	122.8162
ko:K01227	7.44543
ko:K01232	81.6635
ko:K01233	19.7944
ko:K01235	23.97042
ko:K01239	53.61412
ko:K01241	30.254669999999997
ko:K01243	113.05105
ko:K01246	142.67847
ko:K01247	17.79664
ko:K01250	35.894580000000005
ko:K01251	56.7953
ko:K01253	12.9225
ko:K01255	31.79274
ko:K01256	50.316666
ko:K01258	288.670129
ko:K01259	95.46648
ko:K01262	298.479242
ko:K01265	389.92482
ko:K01266	8.75901
ko:K01267	78.27847
ko:K01270	140.9901
ko:K01271	41.24331
ko:K01273	109.71401999999999
ko:K01274	36.2638
ko:K01277	51.29672
ko:K01278	328.53917
ko:K01284	162.19294
ko:K01286	265.68149
ko:K01295	39.13977
ko:K01297	45.19267
ko:K01299	35.43221
ko:K01304	67.19027
ko:K01305	7.29477
ko:K01308	5.26501
ko:K01322	27.98918
ko:K01337	49.00561
ko:K01338	345.35664
ko:K01342	30.58062
ko:K01354	10.30038
ko:K01356	206.37211
ko:K01358	324.462192
ko:K01361	138.60579
ko:K01364	17.82219
ko:K01372	208.09998000000002
ko:K01387	4.29859
ko:K01389	10.13761
ko:K01409	341.29810000000003
ko:K01414	90.83729
ko:K01415	74.94200000000001
ko:K01420	112.67627
ko:K01421	269.81875
ko:K01424	308.899447
ko:K01425	81.98822
ko:K01426	45.92347
ko:K01428	20.26912
ko:K01429	68.8484
ko:K01430	33.81552
ko:K01431	8.53708
ko:K01433	40.5944
ko:K01436	17.094099999999997
ko:K01438	363.991328
ko:K01439	435.57004
ko:K01442	240.75276
ko:K01443	523.96933
ko:K01444	30.43291
ko:K01447	357.84033
ko:K01448	552.453924
ko:K01449	99.656777
ko:K01457	11.79954
ko:K01460	3.13319
ko:K01462	382.579066
ko:K01463	2.86667
ko:K01464	30.05226
ko:K01465	197.99283
ko:K01468	44.37043
ko:K01469	3.911
ko:K01470	57.796769999999995
ko:K01476	59.241679999999995
ko:K01478	114.004626
ko:K01480	149.64072
ko:K01482	12.13712
ko:K01485	17.57049
ko:K01486	140.02529
ko:K01487	19.85118
ko:K01488	19.71294
ko:K01489	246.28619
ko:K01491	133.78644
ko:K01493	164.09559000000002
ko:K01494	111.59089
ko:K01495	63.40894
ko:K01496	295.71348
ko:K01501	16.09365
ko:K01507	19.38344
ko:K01512	167.14079999999998
ko:K01515	214.09894
ko:K01520	493.76556
ko:K01523	286.43304
ko:K01524	238.390043
ko:K01525	26.6079
ko:K01531	61.34291999999999
ko:K01533	268.681393
ko:K01534	344.71179
ko:K01537	315.390253
ko:K01546	86.32935
ko:K01547	128.59706
ko:K01548	67.262584
ko:K01551	34.964351
ko:K01560	83.25831000000001
ko:K01567	3.33614
ko:K01571	75.50789
ko:K01572	148.53585999999999
ko:K01573	53.74525
ko:K01574	3.06098
ko:K01575	7.03853
ko:K01577	5.9016
ko:K01579	97.635366
ko:K01580	101.515783
ko:K01581	11.2551
ko:K01582	74.90039
ko:K01583	74.90039
ko:K01585	278.39639999999997
ko:K01586	170.82168000000001
ko:K01588	212.29631
ko:K01589	19.42471
ko:K01590	7.38647
ko:K01591	229.05939
ko:K01595	31.2192
ko:K01596	13.348780000000001
ko:K01597	4.09162
ko:K01598	101.31803
ko:K01599	44.91515
ko:K01607	263.27357
ko:K01609	188.30516
ko:K01610	88.6662
ko:K01611	39.12628
ko:K01613	81.54397
ko:K01615	157.7151
ko:K01619	222.83908
ko:K01620	232.21571
ko:K01621	59.16572
ko:K01623	4.07675
ko:K01624	293.44597
ko:K01625	49.13518
ko:K01626	90.82493
ko:K01627	53.33446
ko:K01628	187.04142
ko:K01629	39.64936
ko:K01630	31.5334
ko:K01633	92.98641
ko:K01634	86.567283
ko:K01639	108.61762
ko:K01643	11.5341
ko:K01644	10.1689
ko:K01646	57.4906
ko:K01647	116.28312
ko:K01649	309.96849
ko:K01652	341.36613
ko:K01653	257.25491
ko:K01654	28.01117
ko:K01657	235.100725
ko:K01658	180.05817
ko:K01659	39.92393
ko:K01661	117.82051999999999
ko:K01662	240.25499
ko:K01664	107.93227999999999
ko:K01665	56.19439
ko:K01666	17.2574
ko:K01667	47.64996
ko:K01668	8.55748
ko:K01673	137.92073
ko:K01676	151.37158
ko:K01677	151.374507
ko:K01678	287.0072
ko:K01679	67.32295
ko:K01681	170.86437
ko:K01683	31.66386
ko:K01684	29.35868
ko:K01685	71.7908
ko:K01686	113.8846
ko:K01687	250.31423
ko:K01689	256.85458
ko:K01692	3.59022
ko:K01693	230.22716
ko:K01695	216.54515
ko:K01696	202.99290000000002
ko:K01697	32.10043
ko:K01698	64.32943
ko:K01703	286.747582
ko:K01704	375.57654
ko:K01706	10.071
ko:K01707	46.67644
ko:K01708	72.67287
ko:K01709	39.24745
ko:K01710	262.00572
ko:K01711	64.488968
ko:K01712	49.122550000000004
ko:K01713	11.75095
ko:K01714	421.43731
ko:K01715	55.393739999999994
ko:K01719	24.77209
ko:K01727	52.36482
ko:K01729	31.04042
ko:K01730	3.36653
ko:K01733	255.03688
ko:K01734	113.99347
ko:K01735	126.48881
ko:K01736	256.90704
ko:K01737	165.21165
ko:K01738	264.36162
ko:K01739	217.97148
ko:K01740	375.86826
ko:K01744	112.53883
ko:K01745	117.27192000000001
ko:K01749	82.89015
ko:K01750	144.47565
ko:K01751	16.28969
ko:K01752	1055.3517
ko:K01754	178.51784
ko:K01755	220.01413
ko:K01756	305.12443
ko:K01759	308.315994
ko:K01760	228.38815100000002
ko:K01761	87.07621
ko:K01768	16.41855
ko:K01770	180.62349
ko:K01772	15.4779
ko:K01775	370.25921
ko:K01776	207.15894
ko:K01778	205.08529000000001
ko:K01779	28.708099999999998
ko:K01783	256.59921
ko:K01784	493.742442
ko:K01785	408.2766
ko:K01787	101.56775
ko:K01788	141.06507
ko:K01790	246.33164
ko:K01791	203.37185
ko:K01792	25.65603
ko:K01795	11.609449999999999
ko:K01802	197.4994
ko:K01803	397.02501
ko:K01804	52.4398
ko:K01805	52.55198
ko:K01807	70.88771399999999
ko:K01808	391.29648
ko:K01809	85.49922
ko:K01810	181.016494
ko:K01811	240.698127
ko:K01812	56.75736
ko:K01813	89.21419
ko:K01814	600.0579630000001
ko:K01815	42.18192
ko:K01816	11.300149999999999
ko:K01817	358.62678
ko:K01818	146.26548
ko:K01821	72.8801
ko:K01823	16.84825
ko:K01829	11.212679999999999
ko:K01834	229.55542
ko:K01835	529.84736
ko:K01838	3.68601
ko:K01839	103.96300000000001
ko:K01840	231.73088
ko:K01841	5.68329
ko:K01843	36.82284
ko:K01844	7.90015
ko:K01845	66.00533
ko:K01847	152.503093
ko:K01854	247.302818
ko:K01857	5.41564
ko:K01858	40.83658
ko:K01866	151.75758
ko:K01867	147.30878
ko:K01868	335.45308
ko:K01869	298.81817
ko:K01870	330.14097
ko:K01872	413.30127
ko:K01873	229.525258
ko:K01874	283.04325
ko:K01875	160.86395
ko:K01876	270.78785
ko:K01878	86.78442
ko:K01879	130.43644
ko:K01880	238.655047
ko:K01881	307.12624
ko:K01883	183.39331
ko:K01885	347.97703
ko:K01886	82.80259000000001
ko:K01887	252.41376
ko:K01889	459.070422
ko:K01890	178.00855
ko:K01892	240.79112
ko:K01893	203.879124
ko:K01894	3.9754
ko:K01895	186.112531
ko:K01897	469.75727
ko:K01902	138.15196600000002
ko:K01903	209.71965
ko:K01910	10.6191
ko:K01911	56.22974
ko:K01912	339.49475
ko:K01914	63.80442
ko:K01915	479.078323
ko:K01918	83.51899
ko:K01919	30.58616
ko:K01921	437.00747
ko:K01923	197.22177
ko:K01924	186.41849
ko:K01925	153.98075
ko:K01926	90.19243
ko:K01928	207.14046
ko:K01929	249.79282999999998
ko:K01933	260.49961
ko:K01934	141.11924
ko:K01935	43.92957
ko:K01937	200.50648
ko:K01938	260.053126
ko:K01939	214.12473
ko:K01940	342.01282000000003
ko:K01941	90.17392000000001
ko:K01945	231.38953
ko:K01947	5.41707
ko:K01950	114.22704
ko:K01951	282.297856
ko:K01952	577.31874
ko:K01953	116.943092
ko:K01955	491.61483000000004
ko:K01956	176.69707
ko:K01958	17.588050000000003
ko:K01960	208.67338
ko:K01961	224.154813
ko:K01962	354.05671
ko:K01963	339.36515
ko:K01965	45.176083
ko:K01966	177.38047
ko:K01971	31.87422
ko:K01972	211.02237
ko:K01974	10.2299
ko:K01975	31.102290000000004
ko:K01989	153.87037
ko:K01990	1782.996677
ko:K01991	142.192956
ko:K01992	1441.849583
ko:K01993	148.17601000000002
ko:K01995	135.59439
ko:K01996	125.14833999999999
ko:K01997	113.24752
ko:K01998	92.38522
ko:K01999	102.41662
ko:K02000	102.168812
ko:K02001	42.55968
ko:K02002	64.46394000000001
ko:K02003	1294.7772439999999
ko:K02004	1871.846971
ko:K02005	318.941151
ko:K02006	72.34011
ko:K02007	113.57996
ko:K02008	51.81258
ko:K02009	72.37813
ko:K02010	136.562713
ko:K02011	92.32798
ko:K02012	117.38539399999999
ko:K02013	417.38723
ko:K02014	516.77906
ko:K02015	220.87446
ko:K02016	301.41797
ko:K02017	469.31951
ko:K02018	40.41874
ko:K02019	146.6293
ko:K02020	55.57347
ko:K02021	4.41919
ko:K02022	14.591840000000001
ko:K02025	524.9701
ko:K02026	751.32579
ko:K02027	619.849753
ko:K02028	396.76166
ko:K02029	596.21646
ko:K02030	810.04645
ko:K02031	456.67502
ko:K02032	232.97885
ko:K02033	449.22679999999997
ko:K02034	329.26646999999997
ko:K02035	634.74361
ko:K02036	223.43778
ko:K02037	274.08473
ko:K02038	255.44243
ko:K02039	237.96524
ko:K02040	396.98057
ko:K02041	24.08844
ko:K02042	30.94493
ko:K02044	15.956472
ko:K02045	9.317219999999999
ko:K02046	4.51286
ko:K02047	4.50163
ko:K02048	3.66679
ko:K02049	738.53679
ko:K02050	632.60718
ko:K02051	435.19513
ko:K02052	54.95887
ko:K02053	43.29133
ko:K02054	29.33126
ko:K02055	55.92439
ko:K02056	197.83619
ko:K02057	462.90352
ko:K02058	27.39134
ko:K02065	48.373
ko:K02066	174.0884
ko:K02067	78.18416
ko:K02068	42.94215
ko:K02069	37.19912
ko:K02071	113.303143
ko:K02072	136.626686
ko:K02073	130.22298
ko:K02074	15.72362
ko:K02075	68.52274
ko:K02076	43.40595
ko:K02077	28.16761
ko:K02078	1065.405336
ko:K02080	2.27245
ko:K02081	89.26203
ko:K02082	48.6304
ko:K02083	10.5761
ko:K02086	4.70722
ko:K02099	10.46434
ko:K02100	149.93509
ko:K02103	3.13345
ko:K02108	264.77247
ko:K02109	247.00915
ko:K02110	791.56974
ko:K02111	203.72451
ko:K02112	379.198906
ko:K02113	243.1387
ko:K02114	334.44469
ko:K02115	206.847256
ko:K02116	34.605
ko:K02117	104.02892
ko:K02118	102.06805
ko:K02119	30.62231
ko:K02120	72.97667
ko:K02121	61.533699999999996
ko:K02122	121.01593
ko:K02123	248.0197
ko:K02124	312.30197
ko:K02160	43.65745
ko:K02168	9.09573
ko:K02169	86.55818000000001
ko:K02171	116.36207
ko:K02172	295.65791
ko:K02182	19.01887
ko:K02188	42.34686
ko:K02189	46.94699
ko:K02190	240.46922999999998
ko:K02191	10.28312
ko:K02193	13.12547
ko:K02194	16.03573
ko:K02195	25.607494
ko:K02196	74.0433
ko:K02197	36.18803
ko:K02198	30.98304
ko:K02199	9.39466
ko:K02200	8.045020000000001
ko:K02203	11.23069
ko:K02204	267.1539
ko:K02217	136.222
ko:K02221	120.38289999999999
ko:K02224	485.7248
ko:K02226	153.83068
ko:K02227	637.36698
ko:K02230	60.7965
ko:K02231	449.9117
ko:K02232	110.6733
ko:K02233	406.84313
ko:K02236	11.3644
ko:K02237	265.90182
ko:K02238	284.326603
ko:K02241	3.59941
ko:K02242	47.13735
ko:K02250	25.689
ko:K02278	18.39353
ko:K02279	98.23285
ko:K02280	43.08016
ko:K02282	43.04131
ko:K02283	244.01563
ko:K02291	10.68857
ko:K02302	162.93631000000002
ko:K02303	138.03629
ko:K02304	522.58306
ko:K02313	249.65528999999998
ko:K02314	428.850142
ko:K02315	231.23478
ko:K02316	497.862605
ko:K02334	47.219221
ko:K02335	225.01027
ko:K02337	298.61179
ko:K02338	277.434383
ko:K02339	8.79321
ko:K02340	192.07605
ko:K02341	174.2172
ko:K02342	317.20358
ko:K02343	166.55105
ko:K02346	324.58004
ko:K02348	8.96073
ko:K02352	11.52229
ko:K02355	400.260436
ko:K02356	177.10337
ko:K02357	219.70846
ko:K02358	359.41191599999996
ko:K02359	21.05974
ko:K02361	123.20916
ko:K02371	269.48457
ko:K02372	75.18911
ko:K02377	77.59195
ko:K02379	16.1004
ko:K02380	13.56465
ko:K02385	47.9439
ko:K02387	28.43119
ko:K02388	95.15309
ko:K02389	18.9549
ko:K02390	36.03631
ko:K02392	27.72584
ko:K02395	30.81318
ko:K02396	19.456917
ko:K02397	33.04424
ko:K02398	12.69527
ko:K02400	97.32584
ko:K02401	18.80992
ko:K02404	3.88081
ko:K02405	13.2012
ko:K02406	58.02495
ko:K02407	45.39372
ko:K02408	33.22809
ko:K02409	18.36134
ko:K02410	79.52776
ko:K02411	20.45952
ko:K02412	14.17497
ko:K02413	21.56316
ko:K02414	15.93112
ko:K02415	95.8727
ko:K02416	48.892430000000004
ko:K02417	46.02612
ko:K02418	12.11242
ko:K02419	12.265820000000001
ko:K02420	39.64432
ko:K02421	79.24291000000001
ko:K02422	15.96225
ko:K02424	7.25239
ko:K02426	93.75236
ko:K02427	44.88726
ko:K02428	475.38339
ko:K02429	101.54031
ko:K02431	6.04447
ko:K02433	231.1116
ko:K02434	406.87026000000003
ko:K02435	516.52217
ko:K02437	205.89969
ko:K02438	184.83294999999998
ko:K02440	52.02969
ko:K02441	4.26786
ko:K02443	15.37856
ko:K02444	5.60097
ko:K02445	91.348776
ko:K02446	10.9106
ko:K02450	39.167930000000005
ko:K02453	10.766639999999999
ko:K02454	15.68159
ko:K02455	10.3291
ko:K02456	41.063520000000004
ko:K02457	2.87814
ko:K02458	6.3429
ko:K02469	389.3267
ko:K02470	326.31274
ko:K02471	17.53689
ko:K02472	49.02817
ko:K02473	84.60845
ko:K02474	98.69223
ko:K02475	2.16251
ko:K02477	276.92725
ko:K02478	10.69534
ko:K02481	141.3646
ko:K02483	83.93714
ko:K02484	188.81335
ko:K02487	11.36937
ko:K02492	186.26848
ko:K02493	171.48563
ko:K02499	127.2501
ko:K02500	285.74906
ko:K02501	445.49041
ko:K02502	184.88438
ko:K02503	198.41631
ko:K02506	11.3644
ko:K02507	9.91728
ko:K02517	76.92782
ko:K02518	1570.11035
ko:K02519	243.31258
ko:K02520	153.38139
ko:K02521	6.66294
ko:K02523	55.35737
ko:K02527	94.59151
ko:K02528	270.44876
ko:K02529	1009.46524
ko:K02530	10.5065
ko:K02532	72.06209
ko:K02535	11.4896
ko:K02536	79.90111
ko:K02538	54.18264
ko:K02548	84.66968
ko:K02549	13.48769
ko:K02551	76.932908
ko:K02552	135.11574
ko:K02556	11.276869999999999
ko:K02557	56.886889999999994
ko:K02558	26.15709
ko:K02560	6.00531
ko:K02563	293.18636
ko:K02564	388.62854
ko:K02566	74.308978
ko:K02567	47.672200000000004
ko:K02568	20.901020000000003
ko:K02570	78.11749
ko:K02572	22.274639999999998
ko:K02573	154.355555
ko:K02574	77.69075000000001
