KEGG_ko	anonymous_reads2
ko:K00313	1.156756
ko:K00314	5.926081
ko:K00318	1.757017
ko:K00323	15.39334
ko:K00324	2.848914
ko:K00325	1.530995
ko:K00326	6.0122599999999995
ko:K00330	5.206895
ko:K00331	1.3893149999999999
ko:K00332	1.021724
ko:K00333	1.788513
ko:K00334	3.81635
ko:K00335	3.601167
ko:K00336	8.747382
ko:K00337	3.215886
ko:K00338	6.741613
ko:K00339	1.434684
ko:K00340	3.55977
ko:K00341	2.912725
ko:K00342	1.737612
ko:K00343	6.211117
ko:K00344	2.438886
ko:K00346	5.793449
ko:K00347	5.017206
ko:K00348	1.523027
ko:K00349	1.809611
ko:K00350	5.508848
ko:K00351	1.979835
ko:K00354	0.268632
ko:K00355	1.7771350000000001
ko:K00362	4.79919
ko:K00364	30.226576
ko:K00366	0.634123
ko:K00374	0.37879799999999997
ko:K00375	22.955694
ko:K00380	4.997358
ko:K00381	0.282306
ko:K00382	15.464115
ko:K00383	5.72271
ko:K00384	26.510506
ko:K00385	0.666082
ko:K00390	3.050872
ko:K00394	3.99095
ko:K00395	9.980511
ko:K00412	0.7235
ko:K00414	0.951245
ko:K00417	0.991067
ko:K00418	0.046603
ko:K00420	0.326726
ko:K00425	7.715651
ko:K00426	7.277759
ko:K00428	1.543101
ko:K00431	0.466918
ko:K00432	6.583241
ko:K00433	0.848251
ko:K00437	0.539567
ko:K00441	5.2566939999999995
ko:K00444	0.10419
ko:K00445	1.114279
ko:K00451	0.0
ko:K00459	1.697984
ko:K00461	7.665175
ko:K00472	7.6314
ko:K00473	10.249216
ko:K00476	5.185026
ko:K00477	0.0
ko:K00478	11.20606
ko:K00483	0.52288
ko:K00484	0.333689
ko:K00485	4.217937
ko:K00488	2.7173469999999997
ko:K00489	4.640941
ko:K00490	0.767012
ko:K00501	18.666275
ko:K00503	3.1199310000000002
ko:K00505	4.422552
ko:K00507	0.379007
ko:K00513	48.142829
ko:K00520	2.0509269999999997
ko:K00522	12.520147000000001
ko:K00525	7.470880999999999
ko:K00526	2.122621
ko:K00528	9.178658
ko:K00531	0.825483
ko:K00533	7.350102
ko:K00534	4.24746
ko:K00537	14.227651999999999
ko:K00542	25.229063
ko:K00543	2.88461
ko:K00546	1.95842
ko:K00547	1.135513
ko:K00548	15.766942
ko:K00549	3.839549
ko:K00554	10.544107
ko:K00556	3.41956
ko:K00558	25.1734
ko:K00560	3.954266
ko:K00563	1.420355
ko:K00564	0.6670769999999999
ko:K00565	15.517102999999999
ko:K00566	43.204428
ko:K00567	17.453548
ko:K00568	0.725222
ko:K00569	2.20586
ko:K00571	6.104131
ko:K00572	2.454529
ko:K00573	81.47675199999999
ko:K00574	0.548362
ko:K00575	1.452556
ko:K00586	0.0
ko:K00588	2.173807
ko:K00590	2.008671
ko:K00591	1.07495
ko:K00595	3.784627
ko:K00598	8.631787
ko:K00600	5.195929
ko:K00602	22.846235
ko:K00603	1.983682
ko:K00604	13.720388999999999
ko:K00605	7.525994000000001
ko:K00606	6.463237
ko:K00609	12.751267
ko:K00610	6.2634739999999995
ko:K00611	12.126845
ko:K00612	2.91623
ko:K00613	0.455798
ko:K00615	55.070705000000004
ko:K00616	29.798245
ko:K00620	5.490268
ko:K00622	2.182046
ko:K00623	6.232162000000001
ko:K00625	10.934196
ko:K00626	9.453657
ko:K00627	16.892283
ko:K00628	3.708001
ko:K00629	0.046603
ko:K00632	3.98187
ko:K00633	10.905239
ko:K00634	3.895091
ko:K00637	1.9094
ko:K00638	1.96625
ko:K00639	8.37202
ko:K00640	16.043576
ko:K00641	0.560935
ko:K00645	20.888038
ko:K00646	0.342492
ko:K00647	5.425846
ko:K00648	14.420523
ko:K00651	12.631176
ko:K00652	3.092459
ko:K00653	8.118665
ko:K00654	13.421303
ko:K00655	20.251314
ko:K00656	37.979694
ko:K00657	4.759391
ko:K00658	13.041943
ko:K00661	18.778825
ko:K00662	0.234361
ko:K00663	0.72432
ko:K00665	2.99826
ko:K00666	10.500431
ko:K00671	0.220045
ko:K00674	4.104727
ko:K00677	6.1936029999999995
ko:K00681	3.002517
ko:K00683	0.469679
ko:K00684	0.610571
ko:K00685	1.1741920000000001
ko:K00688	33.758027
ko:K00689	1.00923
ko:K00690	1.584117
ko:K00691	8.937189
ko:K00692	0.198738
ko:K00693	6.938757000000001
ko:K00694	1.132257
ko:K00697	0.225367
ko:K00699	82.747341
ko:K00700	9.818033
ko:K00702	2.484166
ko:K00703	6.032661
ko:K00705	27.890288
ko:K00709	4.673202
ko:K00710	7.202024
ko:K00712	0.82772
ko:K00713	0.327813
ko:K00714	0.226992
ko:K00715	0.551809
ko:K00716	0.864823
ko:K00720	0.200193
ko:K00721	5.8386379999999996
ko:K00722	0.524214
ko:K00726	0.712175
ko:K00727	0.608016
ko:K00728	0.932066
ko:K00731	8.902802
ko:K00733	9.027376
ko:K00738	21.511424
ko:K00742	3.089871
ko:K00743	1.59415
ko:K00746	2.028701
ko:K00747	5.737601
ko:K00748	5.592661
ko:K00750	6539.716837
ko:K00753	1.065801
ko:K00754	0.26647
ko:K00756	0.416844
ko:K00757	15.878798
ko:K00758	1.221312
ko:K00759	20.818859
ko:K00760	10.94779
ko:K00761	36.976054
ko:K00762	14.394877
ko:K00763	10.817745
ko:K00764	26.521633
ko:K00765	11.460261
ko:K00766	7.161619
ko:K00767	8.026036
ko:K00768	26.346826
ko:K00772	20.014664
ko:K00773	11.018292
ko:K00774	1.946823
ko:K00775	3.7939730000000003
ko:K00778	2.3537369999999997
ko:K00779	2.3537369999999997
ko:K00780	0.636277
ko:K00782	2.970056
ko:K00783	24.48068
ko:K00784	11.191786
ko:K00786	0.9124099999999999
ko:K00787	22.527179
ko:K00788	11.482768
ko:K00789	22.286846999999998
ko:K00790	12.521224
ko:K00791	11.213189999999999
ko:K00793	9.043589
ko:K00794	4.649519
ko:K00795	0.330985
ko:K00796	10.560347
ko:K00797	6.023344
ko:K00798	2.052153
ko:K00799	110.783309
ko:K00800	17.055726
ko:K00801	17.35482
ko:K00802	5.903749
ko:K00805	17.013961
ko:K00806	12.724306
ko:K00807	1.07081
ko:K00812	24.082102
ko:K00814	0.191623
ko:K00816	0.186353
ko:K00817	15.43854
ko:K00819	3.6844859999999997
ko:K00820	27.736411
ko:K00821	19.051652999999998
ko:K00823	4.306126
ko:K00824	0.235331
ko:K00825	0.134772
ko:K00826	19.258179
ko:K00830	1.170271
ko:K00831	11.870007
ko:K00832	1.1669450000000001
ko:K00833	6.144951000000001
ko:K00835	0.293554
ko:K00842	0.299611
ko:K00844	49.586735
ko:K00845	25.849866
ko:K00847	16.137225
ko:K00848	2.419156
ko:K00849	9.577155
ko:K00850	17.85369
ko:K00851	0.300465
ko:K00852	15.737163
ko:K00853	0.452716
ko:K00854	23.269923000000002
ko:K00856	1.75796
ko:K00857	3.7757840000000003
ko:K00858	37.024605
ko:K00859	22.973648
ko:K00860	5.249542
ko:K00861	0.220291
ko:K00863	0.547856
ko:K00864	27.317952000000002
ko:K00865	4.158059
ko:K00868	22.713888
ko:K00869	65.513567
ko:K00871	490.524558
ko:K00872	5.958563000000001
ko:K00873	35.358492
ko:K00874	12.309002999999999
ko:K00876	9.81429
ko:K00878	3.619865
ko:K00879	2.54602
ko:K00880	0.524151
ko:K00882	7.664877
ko:K00886	0.789059
ko:K00887	3.265657
ko:K00889	41.186599
ko:K00891	31.115871000000002
ko:K00895	4.07503
ko:K00898	1.733858
ko:K00899	7.648392
ko:K00901	30.540133
ko:K00907	24.795845
ko:K00908	2.3994299999999997
ko:K00909	5.525928
ko:K00912	4.921006
ko:K00913	1.864131
ko:K00914	0.0
ko:K00917	1.51421
ko:K00918	0.49863
ko:K00919	24.639928
ko:K00920	0.531675
ko:K00922	22.780649
ko:K00923	11.174456999999999
ko:K00925	10.226791
ko:K00926	12.447627
ko:K00927	11.334029
ko:K00928	13.920394
ko:K00929	1.646743
ko:K00930	13.016449
ko:K00931	13.367708
ko:K00933	32.316707
ko:K00936	4.744176
ko:K00937	12.488199
ko:K00939	27.768169
ko:K00940	9.832669
ko:K00941	14.70213
ko:K00942	22.803608
ko:K00943	6.000005
ko:K00944	10.26838
ko:K00945	10.937096
ko:K00946	8.282576
ko:K00948	13.541146
ko:K00949	12.323213
ko:K00950	6.471894
ko:K00951	18.765342999999998
ko:K00953	10.403089
ko:K00954	15.44252
ko:K00955	6.940569
ko:K00956	6.263509
ko:K00957	10.571355
ko:K00958	0.121885
ko:K00962	11.764846
ko:K00963	6.0988869999999995
ko:K00965	5.420176
ko:K00966	4.402877
ko:K00968	6.505307999999999
ko:K00969	19.139032
ko:K00970	11.759326999999999
ko:K00971	5.953348
ko:K00972	0.9315019999999999
ko:K00973	10.693571
ko:K00974	19.640489
ko:K00975	9.787579
ko:K00978	4.591852
ko:K00979	7.018378
ko:K00980	3.2804439999999997
ko:K00981	14.239719000000001
ko:K00982	0.893005
ko:K00983	3.679133
ko:K00986	15.238731999999999
ko:K00989	1.9162979999999998
ko:K00990	0.574599
ko:K00991	14.362674
ko:K00992	1.61573
ko:K00995	8.179502
ko:K00996	15.786857000000001
ko:K00997	8.703222
ko:K00999	0.315841
ko:K01000	8.390497
ko:K01002	0.603131
ko:K01006	15.766996
ko:K01007	13.920482
ko:K01008	14.696452
ko:K01011	3.8814830000000002
ko:K01012	26.020613
ko:K01016	1.961701
ko:K01017	0.771176
ko:K01020	2.04685
ko:K01022	2.04685
ko:K01023	3.2674730000000003
ko:K01025	1.9617010000000001
ko:K01027	17.74729
ko:K01028	1.702843
ko:K01031	0.259183
ko:K01032	0.320709
ko:K01034	0.259183
ko:K01035	0.320709
ko:K01039	0.880876
ko:K01040	1.00567
ko:K01042	5.54058
ko:K01044	1.833753
ko:K01046	8.796574999999999
ko:K01047	2.591417
ko:K01048	4.725365
ko:K01049	2.53082
ko:K01050	2.53082
ko:K01051	17.456508
ko:K01053	0.222462
ko:K01055	0.457484
ko:K01056	10.458167
ko:K01057	2.642945
ko:K01058	0.789771
ko:K01059	1.83963
ko:K01060	4.544259
ko:K01063	1.833753
ko:K01064	1.890203
ko:K01066	4.041221
ko:K01067	1.480398
ko:K01070	4.071402
ko:K01071	8.767048
ko:K01073	2.94703
ko:K01074	1.18291
ko:K01077	6.87592
ko:K01079	4.441957
ko:K01080	0.0
ko:K01081	10.984224
ko:K01082	7.138618
ko:K01084	0.854963
ko:K01089	3.639109
ko:K01090	0.996512
ko:K01091	30.554029
ko:K01092	5.8134999999999994
ko:K01093	0.354694
ko:K01095	5.59364
ko:K01096	1.00816
ko:K01097	1.60822
ko:K01099	14.393257
ko:K01101	3.637919
ko:K01102	0.435888
ko:K01103	4.344572
ko:K01104	23.647301
ko:K01106	4.81925
ko:K01112	0.475623
ko:K01113	0.782714
ko:K01116	0.827433
ko:K01118	4.10415
ko:K01119	10.905919
ko:K01122	3.30973
ko:K01124	2.5852000000000004
ko:K01125	0.254385
ko:K01126	23.147341
ko:K01128	0.30884
ko:K01129	14.216166
ko:K01130	27.396154
ko:K01131	3.9613259999999997
ko:K01132	4.806678000000001
ko:K01133	0.150433
ko:K01134	1.653136
ko:K01135	0.585732
ko:K01136	108.648134
ko:K01138	2.069328
ko:K01139	4.777881
ko:K01141	0.286096
ko:K01142	9.680613
ko:K01144	3.319725
ko:K01147	1.048626
ko:K01148	7.930058
ko:K01150	0.313328
ko:K01151	7.005119
ko:K01153	33.501515
ko:K01154	85.73101
ko:K01155	5.328736
ko:K01156	5.840157
ko:K01159	9.078656
ko:K01163	4.109906
ko:K01164	0.536073
ko:K01166	2.90369
ko:K01168	3.208326
ko:K01172	0.339525
ko:K01173	11.864733
ko:K01176	52.170257
ko:K01178	0.585371
ko:K01179	16.218324
ko:K01181	2.732557
ko:K01182	14.789825
ko:K01183	3.3106999999999998
ko:K01185	8.85936
ko:K01186	30.62174
ko:K01187	29.019627
ko:K01190	65.389286
ko:K01191	6.516653
ko:K01192	12.599813
ko:K01193	7.280803
ko:K01194	0.252201
ko:K01195	31.992368000000003
ko:K01197	47.040116
ko:K01198	7.5224210000000005
ko:K01200	5.662142
ko:K01201	19.552210000000002
ko:K01202	11.164056
ko:K01203	4.2186699999999995
ko:K01205	4.667374
ko:K01206	24.125973
ko:K01207	8.707232
ko:K01208	15.465418
ko:K01209	13.362547
ko:K01210	0.849225
ko:K01214	11.632056
ko:K01215	3.642963
ko:K01218	2.246403
ko:K01220	2.7442209999999996
ko:K01222	6.945052
ko:K01223	10.583831
ko:K01224	5.832307
ko:K01226	3.425267
ko:K01227	0.51513
ko:K01229	1.37109
ko:K01230	6.684036
ko:K01231	9.955812
ko:K01232	6.051297
ko:K01233	0.15165
ko:K01235	1.151623
ko:K01239	6.276112
ko:K01241	0.603798
ko:K01243	6.763645
ko:K01245	0.275161
ko:K01246	8.412697
ko:K01247	0.972377
ko:K01250	2.2968859999999998
ko:K01251	19.374342
ko:K01253	0.669461
ko:K01255	3.23467
ko:K01256	3.4273379999999998
ko:K01257	0.0
ko:K01258	15.514826
ko:K01259	2.107965
ko:K01262	24.762677
ko:K01265	27.005893
ko:K01266	0.5439419999999999
ko:K01267	13.269148
ko:K01270	9.162509
ko:K01271	1.4872429999999999
ko:K01273	7.712142
ko:K01274	3.1692679999999998
ko:K01275	2.343879
ko:K01276	5.596472
ko:K01277	6.295837
ko:K01278	23.894995
ko:K01279	26.42133
ko:K01283	1.740657
ko:K01284	19.262069
ko:K01285	6.251685
ko:K01286	8.869223
ko:K01291	0.0
ko:K01292	9.197703
ko:K01294	9.197703
ko:K01295	2.191061
ko:K01297	2.683871
ko:K01298	0.0
ko:K01299	1.942965
ko:K01300	0.0
ko:K01301	13.193653000000001
ko:K01302	1.7833010000000002
ko:K01304	12.344237
ko:K01305	2.089459
ko:K01307	2.65305
ko:K01308	0.302815
ko:K01310	0.596496
ko:K01312	2.071428
ko:K01313	7.288779
ko:K01315	4.549987
ko:K01316	2.485627
ko:K01317	1.21235
ko:K01319	21.760906000000002
ko:K01322	0.58548
ko:K01324	2.562389
ko:K01327	4.45496
ko:K01328	9.617191
ko:K01329	21.760906000000002
ko:K01332	71.07212
ko:K01334	4.45496
ko:K01335	71.07212
ko:K01337	1.857544
ko:K01338	16.211958
ko:K01340	2.46678
ko:K01342	3.189305
ko:K01343	9.617191
ko:K01345	1.51402
ko:K01346	2.907696
ko:K01347	0.2182
ko:K01349	4.267029
ko:K01350	4.505898
ko:K01353	21.760906000000002
ko:K01354	0.630263
ko:K01356	14.788304
ko:K01357	0.901864
ko:K01358	19.757509
ko:K01359	4.267029
ko:K01361	0.92777
ko:K01362	14.00685
ko:K01363	2.85374
ko:K01364	0.192334
ko:K01365	9.04462
ko:K01366	1.092123
ko:K01367	84.142402
ko:K01369	0.874286
ko:K01371	6.3779
ko:K01372	20.20678
ko:K01375	2.66672
ko:K01376	0.24721
ko:K01379	21.364582
ko:K01380	1.60894
ko:K01382	18.598772
ko:K01384	2.03777
ko:K01387	0.271382
ko:K01389	0.62675
ko:K01392	5.5254199999999996
ko:K01393	5.5254199999999996
ko:K01398	0.4885
ko:K01409	20.103067
ko:K01410	4.330763
ko:K01412	6.655928
ko:K01414	11.191798
ko:K01415	26.587054000000002
ko:K01420	5.575041
ko:K01421	15.217885
ko:K01424	18.40008
ko:K01425	4.654144
ko:K01426	2.37069
ko:K01428	0.907444
ko:K01429	1.189307
ko:K01430	3.066807
ko:K01431	0.684849
ko:K01433	1.260961
ko:K01435	0.83252
ko:K01436	0.929728
ko:K01437	6.819076
ko:K01438	25.865195
ko:K01439	21.400658
ko:K01441	2.996714
ko:K01442	14.998906
ko:K01443	37.093158
ko:K01444	4.398499
ko:K01446	10.036424
ko:K01447	16.972311
ko:K01448	30.26911
ko:K01449	6.699952000000001
ko:K01456	5.60565
ko:K01457	0.743591
ko:K01460	0.168574
ko:K01462	29.792179
ko:K01463	0.145453
ko:K01464	12.971131
ko:K01465	14.589659000000001
ko:K01468	1.992066
ko:K01469	0.237528
ko:K01470	2.948004
ko:K01476	3.034631
ko:K01477	0.181407
ko:K01478	4.291418
ko:K01480	7.804171
ko:K01481	4.449508
ko:K01482	18.038702
ko:K01485	1.1903359999999998
ko:K01486	7.517856999999999
ko:K01487	5.10836
ko:K01488	0.765667
ko:K01489	29.83799
ko:K01490	1.882927
ko:K01491	10.180833
ko:K01493	10.152141
ko:K01494	3.5118460000000002
ko:K01495	12.927121999999999
ko:K01496	16.443953
ko:K01501	2.118228
ko:K01507	3.251213
ko:K01509	5.883667
ko:K01510	5.883667
ko:K01512	10.554696
ko:K01513	3.636456
ko:K01514	12.506801
ko:K01515	10.393359
ko:K01519	1.7354450000000001
ko:K01520	34.896034
ko:K01522	1.66504
ko:K01523	18.790639
ko:K01524	16.764621
ko:K01525	1.68611
ko:K01527	10.03821
ko:K01528	26.956699
ko:K01530	196.113528
ko:K01531	5.688731
ko:K01533	12.577769
ko:K01534	12.989014000000001
ko:K01537	27.333834
ko:K01539	5.900823
ko:K01541	5.900823
ko:K01544	5.900823
ko:K01546	6.266643
ko:K01547	13.362734
ko:K01548	5.410836
ko:K01551	3.986136
ko:K01557	18.090327
ko:K01558	3.281476
ko:K01560	3.498259
ko:K01567	4.026321
ko:K01571	8.119271
ko:K01572	8.950702
ko:K01573	2.297039
ko:K01574	0.314965
ko:K01575	0.324468
ko:K01577	0.295786
ko:K01579	8.058311
ko:K01580	6.364457
ko:K01581	0.710529
ko:K01582	4.666848
ko:K01583	4.666848
ko:K01585	16.324574
ko:K01586	14.420147
ko:K01587	0.687342
ko:K01588	19.047622
ko:K01589	1.562524
ko:K01590	0.839827
ko:K01591	14.619593
ko:K01593	41.639511
ko:K01595	1.476836
ko:K01596	3.4841990000000003
ko:K01597	24.783776
ko:K01598	5.132826
ko:K01599	5.96153
ko:K01607	11.683465
ko:K01609	7.338827
ko:K01610	5.094306
ko:K01611	67.448556
ko:K01613	5.582663999999999
ko:K01615	7.817234
ko:K01619	8.518236
ko:K01620	12.480519000000001
ko:K01621	1.6851669999999999
ko:K01623	10.441275000000001
ko:K01624	10.504319
ko:K01625	2.364814
ko:K01626	10.315441
ko:K01627	4.401226
ko:K01628	13.877168
ko:K01629	4.047274
ko:K01630	1.86558
ko:K01633	9.487326
ko:K01634	4.331084000000001
ko:K01639	4.370452
ko:K01641	2.466743
ko:K01643	0.626533
ko:K01644	0.616989
ko:K01646	2.4057
ko:K01647	8.443851
ko:K01649	16.591142
ko:K01652	17.211141
ko:K01653	12.061146
ko:K01654	2.928575
ko:K01657	8.570458
ko:K01658	10.209973999999999
ko:K01659	2.935656
ko:K01661	4.433655
ko:K01662	11.244666
ko:K01664	5.161869
ko:K01665	3.67657
ko:K01666	1.1873369999999999
ko:K01667	3.9168710000000004
ko:K01668	0.799288
ko:K01672	201.316593
ko:K01673	4.679858
ko:K01676	7.784302
ko:K01677	11.448860999999999
ko:K01678	10.998153
ko:K01679	10.437934
ko:K01681	17.26299
ko:K01683	2.122143
ko:K01684	1.693169
ko:K01685	3.5202280000000004
ko:K01686	4.896287
ko:K01687	21.35685
ko:K01689	16.532573
ko:K01692	0.243707
ko:K01693	15.613743
ko:K01695	13.606558
ko:K01696	10.494663000000001
ko:K01697	1.562632
ko:K01698	10.859269
ko:K01703	17.517697000000002
ko:K01704	20.62887
ko:K01706	0.631534
ko:K01707	3.477005
ko:K01708	3.55071
ko:K01709	1.770774
ko:K01710	15.746601
ko:K01711	19.318376999999998
ko:K01712	4.906091
ko:K01713	0.663937
ko:K01714	21.809257
ko:K01715	2.876103
ko:K01719	1.292526
ko:K01724	5.383043000000001
ko:K01727	1.833196
ko:K01729	1.246393
ko:K01730	1.078301
ko:K01733	10.357084
ko:K01734	6.419744000000001
ko:K01735	16.753867
ko:K01736	10.888683
ko:K01737	6.111808
ko:K01738	19.874384
ko:K01739	9.693805000000001
ko:K01740	24.101805000000002
ko:K01744	8.381626
ko:K01745	4.39919
ko:K01749	3.075427
ko:K01750	2.910839
ko:K01751	0.959063
ko:K01752	49.486921
ko:K01754	23.768773
ko:K01755	14.692402
ko:K01756	14.298581
ko:K01758	2.88461
ko:K01759	23.129697999999998
ko:K01760	10.288644
ko:K01761	0.451907
ko:K01768	4.485643
ko:K01770	12.769421
ko:K01772	1.136791
ko:K01775	40.195004
ko:K01776	32.034853
ko:K01778	12.13241
ko:K01779	0.46443500000000004
ko:K01783	28.269151
ko:K01784	24.879705
ko:K01785	15.749317
ko:K01787	9.158147
ko:K01788	6.783154
ko:K01790	9.772891
ko:K01791	14.83071
ko:K01792	1.407986
ko:K01794	27.74178
ko:K01795	0.118243
ko:K01800	2.1705
ko:K01802	40.165013
ko:K01803	23.018405
ko:K01804	7.5229729999999995
ko:K01805	1.952666
ko:K01807	1.537113
ko:K01808	24.223714
ko:K01809	6.0616710000000005
ko:K01810	20.642395999999998
ko:K01811	7.686628
ko:K01812	7.375403
ko:K01813	5.149498
ko:K01814	37.88605
ko:K01815	2.461383
ko:K01816	0.896748
ko:K01817	10.849593
ko:K01818	10.273464
ko:K01821	2.00004
ko:K01823	6.309447
ko:K01829	3.065658
ko:K01830	1.12521
ko:K01832	13.361409
ko:K01834	9.661402
ko:K01835	31.431179
ko:K01836	0.585732
ko:K01838	0.193114
ko:K01839	2.4036619999999997
ko:K01840	15.65871
ko:K01841	0.295246
ko:K01843	3.833401
ko:K01844	0.328679
ko:K01845	20.958905
ko:K01847	9.579971
ko:K01854	6.472319
ko:K01857	1.038996
ko:K01858	0.677299
ko:K01866	8.596415
ko:K01867	13.239843
ko:K01868	10.182811
ko:K01869	28.120811
ko:K01870	14.175734
ko:K01872	325.113567
ko:K01873	108.70383199999999
ko:K01874	18.072613
ko:K01875	21.577947
ko:K01876	17.008264
ko:K01878	3.946103
ko:K01879	3.774326
ko:K01880	9.93213
ko:K01881	14.118343
ko:K01883	52.398544
ko:K01885	25.125245
ko:K01886	17.520304
ko:K01887	24.585227
ko:K01889	27.055202
ko:K01890	9.945825000000001
ko:K01892	7.308776
ko:K01893	49.119904
ko:K01894	0.397698
ko:K01895	5.407643
ko:K01896	0.053722
ko:K01897	34.73448
ko:K01900	31.817192
ko:K01902	8.206104
ko:K01903	15.870542
ko:K01907	0.571773
ko:K01908	42.50545
ko:K01910	0.573377
ko:K01911	4.300536
ko:K01912	10.607666
ko:K01914	3.799496
ko:K01915	29.612275
ko:K01918	5.366863
ko:K01919	2.414345
ko:K01921	17.614682000000002
ko:K01923	9.955723
ko:K01924	17.367359
ko:K01925	8.536328
ko:K01926	8.915601
ko:K01928	11.968433000000001
ko:K01929	29.625959
ko:K01930	5.754328
ko:K01931	1.803746
ko:K01933	16.13067
ko:K01934	9.090663000000001
ko:K01935	3.988041
ko:K01937	13.307095
ko:K01938	26.629201000000002
ko:K01939	16.551976
ko:K01940	14.539700999999999
ko:K01941	2.47402
ko:K01942	2.93764
ko:K01945	8.726706
ko:K01946	16.579243
ko:K01947	0.322557
ko:K01948	4.730308
ko:K01950	6.62027
ko:K01951	12.494993
ko:K01952	25.723736
ko:K01953	11.184036
ko:K01955	19.348095
ko:K01956	13.101234
ko:K01958	29.491664
ko:K01960	12.49447
ko:K01961	15.378866
ko:K01962	13.47645
ko:K01963	12.447607999999999
ko:K01965	10.949237
ko:K01966	4.2976849999999995
ko:K01968	9.181299
ko:K01969	5.00074
ko:K01971	6.799596
ko:K01972	18.89383
ko:K01974	0.583661
ko:K01975	1.961814
ko:K01989	10.170167
ko:K01990	110.54441
ko:K01991	7.949687
ko:K01992	149.423221
ko:K01993	7.589907
ko:K01995	5.413551
ko:K01996	6.547762
ko:K01997	5.240254999999999
ko:K01998	4.777268
ko:K01999	6.338711
ko:K02000	4.418479
ko:K02001	1.188199
ko:K02002	2.9285579999999998
ko:K02003	75.25167
ko:K02004	119.549974
