KEGG_ko	anonymous_reads1
-	188740.869813
ko:K00001	6.891668
ko:K00002	5.885147
ko:K00003	12.829863
ko:K00004	3.620712
ko:K00005	2.266439
ko:K00008	48.979696000000004
ko:K00009	2.010163
ko:K00010	6.889793999999999
ko:K00011	5.885147
ko:K00012	11.37153
ko:K00013	26.103463
ko:K00014	10.232798
ko:K00015	1.768704
ko:K00016	12.395348
ko:K00018	4.6221049999999995
ko:K00020	10.227961
ko:K00021	0.347876
ko:K00023	0.5966260000000001
ko:K00024	14.105642
ko:K00025	0.165977
ko:K00027	22.671414
ko:K00029	5.3414150000000005
ko:K00030	6.160924
ko:K00031	36.484423
ko:K00033	5.287396
ko:K00034	0.470614
ko:K00036	1.839354
ko:K00037	3.04183
ko:K00038	1.205625
ko:K00040	0.492557
ko:K00041	2.6657390000000003
ko:K00042	1.359497
ko:K00045	0.718628
ko:K00046	22.544374
ko:K00048	4.000726
ko:K00049	2.9312169999999997
ko:K00052	14.996488
ko:K00053	14.742015
ko:K00057	9.328349
ko:K00058	19.364194
ko:K00059	46.390509
ko:K00060	4.706138
ko:K00064	0.630881
ko:K00065	1.144091
ko:K00067	17.145953
ko:K00068	1.393464
ko:K00070	0.654905
ko:K00071	0.126267
ko:K00072	0.484531
ko:K00073	0.192553
ko:K00074	9.250947
ko:K00075	10.350327
ko:K00076	2.9103700000000003
ko:K00077	9.766247
ko:K00082	0.332237
ko:K00086	0.530892
ko:K00087	1.570113
ko:K00088	36.144407
ko:K00089	0.0
ko:K00091	0.709064
ko:K00096	4.267739
ko:K00097	3.475812
ko:K00099	9.987387
ko:K00102	1.8952620000000002
ko:K00104	1.80558
ko:K00106	28.12697
ko:K00111	13.588653
ko:K00112	0.154586
ko:K00113	0.548449
ko:K00121	33.36875
ko:K00123	6.106529
ko:K00124	0.881093
ko:K00127	3.435386
ko:K00128	11.9534
ko:K00129	0.880509
ko:K00130	0.136557
ko:K00131	1.188705
ko:K00132	0.815261
ko:K00133	15.482745
ko:K00134	78.055652
ko:K00135	0.61343
ko:K00140	2.666723
ko:K00142	0.330763
ko:K00145	25.024017
ko:K00146	1.083837
ko:K00147	9.441054
ko:K00148	1.61536
ko:K00149	4.97982
ko:K00151	1.083837
ko:K00156	5.559508
ko:K00157	28.12697
ko:K00158	0.288267
ko:K00161	0.979058
ko:K00162	5.134646
ko:K00164	1.508721
ko:K00166	4.92946
ko:K00169	1.802118
ko:K00170	6.6549320000000005
ko:K00172	3.370567
ko:K00174	20.910014
ko:K00175	10.223301
ko:K00176	43.0646
ko:K00177	8.813206
ko:K00179	7.665352
ko:K00180	6.688714
ko:K00181	6.407572999999999
ko:K00183	11.160073
ko:K00184	19.497312
ko:K00185	3.8896680000000003
ko:K00186	0.760019
ko:K00196	2.578359
ko:K00198	2.495174
ko:K00208	2.546764
ko:K00209	0.713495
ko:K00210	6.260282
ko:K00212	3.04183
ko:K00215	8.403748
ko:K00219	5.863761
ko:K00222	3.05634
ko:K00225	1.522094
ko:K00226	14.148836
ko:K00228	0.8737790000000001
ko:K00230	1.15385
