X1NIT	X1NIM	X1NRT	X1NRM	NA	NP	NR	NF1
0.987609652114206	0.961798176790585	0.979995556392816	0.979995556392816	0.999607450580376	0.999661188482911	0.999400365947287	0.99941432438203
0.990856248371453	0.97802230580155	0.954074969515476	0.954074969515476	0.983930392921422	0.926191343095496	1	0.976518349880459
0.950962210523307	0.995463112474887	0.993285443150151	0.993285443150151	0.618568148651949	0.999998310723782	0.313408077614352	0.358648350371463
0.983131095236961	0.922151040408848	0.944964217121484	0.944964217121484	0.995044516068047	0.977017814112803	1	0.992724326219406
1	1	0.998819505737778	0.998819505737778	0.96711876261612	0.996763416978063	0.942018748689598	0.951168821566311
0.472205911262688	0.944327684610937	0.997131914851113	0.997131914851113	0.997298024004334	0.987429504488385	0.999996679510953	0.996025836134018
1	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0
