SampleID	Software	Hosttype	Microbiometype	HostGenomeProportion	DataSize	num_seqs.host	num_seqs.microbiome	num_seqs.total	TP	FP	FN	TN	IndexingMemory	IndexingTime	RunningMemory	RunningTime	Precision	Recall	Accuracy	F1	X1NIT	X1NIM	X1NRT	X1NRM	NA	NP	NR	NF1	SUM	SuM2
HumanM30-1-1	KMCP	Human	Multiple	90%	30G	86398020	9600586	95998606	68204876	248	18193144	9599532	22.45	16.90543333	24.73	215.1381667	0.999996364	0.789426378	0.810481157	0.882321979	0.568342488055867	0.930878722431494	0.958415641451524	0.958415641451524	0.426877145742016	0.999974471287086	0.42687917593344	0.477111853121863	5.74689513947481	0.903988998863878
HumanM30-1-2	KMCP	Human	Multiple	90%	30G	86398020	9600894	95998914	68479962	0	17918058	9599780	22.45	16.90543333	24.86	218.5838833	1	0.792610317	0.813349285	0.884308552	0.568342488055867	0.930878722431494	0.957726869448465	0.957726869448465	0.435550840289714	1	0.435544941978237	0.485939138183815	5.77170986983606	0.921489978473528
HumanM30-1-3	KMCP	Human	Multiple	90%	30G	86398022	9601044	95999066	68433852	42	17964168	9599738	22.45	16.90543333	24.99	212.242	0.999999386	0.792076624	0.812868524	0.883976052	0.568342488055867	0.930878722431494	0.95899456269512	0.95899456269512	0.434096939325584	0.999995689045729	0.434092383157937	0.484461683147881	5.76985703055473	0.918558622473466
HumanM30-1-4	KMCP	Human	Multiple	90%	30G	86398026	9600902	95998928	69098114	0	17299906	9599780	22.45	16.90543333	25.45	199.3447333	1	0.799765018	0.819788516	0.888743819	0.568342488055867	0.930878722431494	0.961572626201256	0.961572626201256	0.455024142323677	1	0.455017979931062	0.505647130860081	5.83805571600469	0.960671273183758
HumanM30-1-5	KMCP	Human	Multiple	90%	30G	86398020	9600722	95998742	54654026	0	31743994	9599780	22.45	16.90543333	25.16	160.6746167	1	0.632584242	0.669325818	0.774948362	0.568342488055867	0.930878722431494	0.969302482356317	0.969302482356317	0	1	0	0	4.4378261752	0
HumanM60-1-1	KMCP	Human	Multiple	90%	60G	172796042	19201166	191997208	136409768	452	36386272	19199108	22.45	16.90543333	24.33	508.15105	0.999996686	0.789426471	0.810481469	0.882322163	0.568342488055867	0.930878722431494	0.899844640414282	0.899844640414282	0.426878089281738	0.999976732080694	0.426879429052686	0.47711267072104	5.62975741245208	0.903990760002779
HumanM60-1-2	KMCP	Human	Multiple	90%	60G	169342352	19201768	188544120	134233552	2	35108800	19199558	22.45	16.90543333	24.48	494.2123	0.999999985	0.792675609	0.813787812	0.884349182	0.568342488055867	0.930878722431494	0.902630888348207	0.902630888348207	0.436877018636328	0.999999894683527	0.435722648019903	0.486119676523995	5.66320222504753	0.922996695160323
HumanM60-1-3	KMCP	Human	Multiple	90%	60G	172796042	19202072	191998114	136874140	68	35921900	19199492	22.45	16.90543333	24.57	482.6460833	0.999999503	0.79211387	0.812902129	0.883999292	0.568342488055867	0.930878722431494	0.904942885290809	0.904942885290809	0.434198566416591	0.999996510514214	0.434193756055504	0.484564949478814	5.6620607635341	0.918763515895406
HumanM60-1-4	KMCP	Human	Multiple	90%	60G	172796046	19201838	191997884	138183950	2	34612090	19199558	22.45	16.90543333	24.74	446.6171167	0.999999986	0.799693963	0.819724556	0.888699939	0.568342488055867	0.930878722431494	0.912144796061192	0.912144796061192	0.454830716680445	0.999999901704625	0.454824588661219	0.505452151230076	5.73861816088611	0.960282867910521
HumanM60-1-5	KMCP	Human	Multiple	90%	60G	166662502	19201374	185863876	132460888	0	34201614	19199560	22.45	16.90543333	24.8	430.00715	1	0.794785188	0.815983888	0.885660516	0.568342488055867	0.930878722431494	0.91546499947975	0.91546499947975	0.443518316523845	1	0.441464315202289	0.491946554785921	5.70708039595892	0.935464871309767
HumanM10-1-1	KMCP	Human	Multiple	90%	10G	35999172	4000264	39999436	28418220	126	7580952	3999782	22.45	16.90543333	27.62	90.5395	0.999995566	0.789413157	0.810468691	0.88231341	0.568342488055867	0.930878722431494	0.983321947803428	0.983321947803428	0.426839446491413	0.999968868450753	0.426843192174681	0.477073776994936	5.796590390206	0.90391322348635
HumanM10-1-2	KMCP	Human	Multiple	90%	10G	35999172	4000378	39999550	28531892	0	7467280	3999908	22.45	16.90543333	28.01	88.26191667	1	0.792570785	0.813313706	0.884283947	0.568342488055867	0.930878722431494	0.983777219032739	0.983777219032739	0.435443243495459	1	0.435437347246277	0.485829806511156	5.82348604580573	0.921273050006614
HumanM10-1-3	KMCP	Human	Multiple	90%	10G	35999174	4000440	39999614	28515828	12	7483344	3999896	22.45	16.90543333	27.97	88.64895	0.999999579	0.792124552	0.812911797	0.884005974	0.568342488055867	0.930878722431494	0.983699854074183	0.983699854074183	0.434227804051344	0.999997044117674	0.434222829386648	0.484594640770694	5.81966323696209	0.918822444822038
HumanM10-1-4	KMCP	Human	Multiple	90%	10G	35999176	4000430	39999606	28794764	0	7204408	3999908	22.45	16.90543333	28.58	90.27261667	1	0.799872953	0.819885657	0.888810459	0.568342488055867	0.930878722431494	0.983375295709576	0.983375295709576	0.455317912811625	1	0.455311747951758	0.505943243953599	5.88254470662349	0.961261156765224
HumanM10-1-5	KMCP	Human	Multiple	90%	10G	35999172	4000296	39999468	28607616	0	7391556	3999908	22.45	16.90543333	28.04	89.58018333	1	0.794674278	0.81520685	0.88559165	0.568342488055867	0.930878722431494	0.983513707759649	0.983513707759649	0.44116842479518	1	0.441162450087402	0.491640550519742	5.84022005140898	0.932808975314922
HumanS30-3-1	KMCP	Human	Single	10%	30G	9599780	86398058	95997838	7578042	0	2021738	86398020	22.45	16.90543333	24.77	210.81965	1	0.789397465	0.978939747	0.882305335	0.568342488055867	0.930878722431494	0.959278879419993	0.959278879419993	0.936323848816594	1	0.426800483064746	0.477037895944064	6.25794119715275	1.41336174476066
HumanS30-3-2	KMCP	Human	Single	10%	30G	9599780	86398062	95997842	7606092	0	1993688	86398020	22.45	16.90543333	24.81	226.3768333	1	0.792319407	0.979231941	0.884127465	0.568342488055867	0.930878722431494	0.956169119231503	0.956169119231503	0.937207491912254	1	0.434753168643355	0.485134482845192	6.26865459235117	1.42234197475745
HumanS30-3-3	KMCP	Human	Single	10%	30G	9599780	86398052	95997832	7603346	0	1996434	86398020	22.45	16.90543333	24.84	223.7126167	1	0.792033359	0.979203336	0.883949347	0.568342488055867	0.930878722431494	0.956701675450481	0.956701675450481	0.937120985650143	1	0.433974628273837	0.484343020180259	6.26806319549256	1.4214640058304
HumanS30-3-4	KMCP	Human	Single	10%	30G	9599780	86398044	95997824	7680402	0	1919378	86398020	22.45	16.90543333	25.36	209.1769833	1	0.80006021	0.980006021	0.888926054	0.568342488055867	0.930878722431494	0.959607235743121	0.959607235743121	0.939548438158545	1	0.455821407638156	0.506456887306618	6.32026241507692	1.44600532546516
HumanS30-3-5	KMCP	Human	Single	10%	30G	9599780	86398044	95997824	7629084	0	1970696	86398020	22.45	16.90543333	25.06	206.2068667	1	0.794714462	0.979471446	0.885616602	0.568342488055867	0.930878722431494	0.960200938997736	0.960200938997736	0.937931794737179	1	0.441271819375804	0.491751424077807	6.29057812667362	1.42968321881499
HumanS60-3-1	KMCP	Human	Single	10%	60G	19199560	172796118	191995678	15160038	0	4039522	172796040	22.45	16.90543333	28.39	205.1519	1	0.789603408	0.978960341	0.882433956	0.568342488055867	0.930878722431494	0.960411818652528	0.960411818652528	0.936386128486649	1	0.427361000667805	0.477609419986701	6.26140139693357	1.41399554847335
HumanS60-3-2	KMCP	Human	Single	10%	60G	19199560	172796130	191995690	15214180	0	3985380	172796040	22.45	16.90543333	27.7	204.4523833	1	0.792423368	0.979242337	0.884192186	0.568342488055867	0.930878722431494	0.960551646611285	0.960551646611285	0.937238931139694	1	0.435036120579238	0.485422068912502	6.27802162434136	1.4226610000522
HumanS60-3-3	KMCP	Human	Single	10%	60G	19199560	172796122	191995682	15207516	0	3992044	172796040	22.45	16.90543333	27.8	205.8073	1	0.792076277	0.979207628	0.883976075	0.568342488055867	0.930878722431494	0.960280809279672	0.960280809279672	0.937133965369667	1	0.434091438723758	0.484461785347779	6.27547001848791	1.42159575071745
HumanS60-3-4	KMCP	Human	Single	10%	60G	19199560	172796096	191995656	15357300	0	3842260	172796040	22.45	16.90543333	28.42	204.8969167	1	0.799877706	0.979987771	0.888813393	0.568342488055867	0.930878722431494	0.960462787835045	0.960462787835045	0.939493247133076	1	0.455324684250478	0.505956281105705	6.32092099864671	1.44544952823878
HumanS60-3-5	KMCP	Human	Single	10%	60G	19199560	172796102	191995662	15258146	0	3941414	172796040	22.45	16.90543333	27.76	206.0418	1	0.794713316	0.979471332	0.885615891	0.568342488055867	0.930878722431494	0.960233934549836	0.960233934549836	0.93793144998228	1	0.44126870029347	0.491748264767941	6.29063749463072	1.42967971475022
HumanS10-3-1	KMCP	Human	Single	10%	10G	3999908	35999182	39999090	3155996	0	843912	35999172	22.45	16.90543333	24.72	88.99256667	1	0.789017147	0.978901715	0.88206773	0.568342488055867	0.930878722431494	0.983631167768966	0.983631167768966	0.936208833743683	1	0.425765366873568	0.475982104353649	6.30443985099619	1.41219093809733
HumanS10-3-2	KMCP	Human	Single	10%	10G	3999908	35999180	39999088	3168550	0	831358	35999172	22.45	16.90543333	24.57	125.32015	1	0.79215572	0.979215572	0.884025546	0.568342488055867	0.930878722431494	0.976369565832086	0.976369565832086	0.937157989342616	1	0.434307659716653	0.484681608439757	6.30810759965056	1.42183959778237
HumanS10-3-3	KMCP	Human	Single	10%	10G	3999908	35999182	39999090	3168954	0	830954	35999172	22.45	16.90543333	24.69	97.16591667	1	0.792256722	0.979225672	0.884088437	0.568342488055867	0.930878722431494	0.981997378544628	0.981997378544628	0.937188533416985	1	0.434582558105741	0.484961062950027	6.31994812204937	1.42214959636701
HumanS10-3-4	KMCP	Human	Single	10%	10G	3999908	35999180	39999088	3200518	0	799390	35999172	22.45	16.90543333	24.92	117.2001333	1	0.800147903	0.98001479	0.88898018	0.568342488055867	0.930878722431494	0.977992694143721	0.977992694143721	0.939574957068262	1	0.456060082757801	0.506697394769098	6.35753903336996	1.44627235183736
HumanS10-3-5	KMCP	Human	Single	10%	10G	3999908	35999178	39999086	3180894	0	819014	35999172	22.45	16.90543333	24.75	95.08051667	1	0.795241791	0.979524179	0.885943938	0.568342488055867	0.930878722431494	0.982414233817978	0.982414233817978	0.938091268071209	1	0.442707057218814	0.493205933015077	6.33805393642842	1.43129720108629
HumanS30-2-1	KMCP	Human	Single	50%	30G	47998900	47999100	95998000	37894324	0	10104576	47998900	22.45	16.90543333	24.8	215.7506833	1	0.789483176	0.894741588	0.882358869	0.568342488055867	0.930878722431494	0.958293204137472	0.958293204137472	0.681694657705003	1	0.427033763750547	0.47727577287006	6.00181181308791	1.15897043057506
HumanS30-2-2	KMCP	Human	Single	50%	30G	47998900	47999084	95997984	38039394	0	9959506	47998900	22.45	16.90543333	24.9	226.7789833	1	0.792505537	0.896252768	0.884243335	0.568342488055867	0.930878722431494	0.956088732567948	0.956088732567948	0.686264716547073	1	0.435259760959953	0.485649348153503	6.01857250128379	1.17191406470058
HumanS30-2-3	KMCP	Human	Single	50%	30G	47998900	47999088	95997988	38020814	0	9978086	47998900	22.45	16.90543333	24.91	225.2798667	1	0.792118444	0.896059222	0.884002335	0.568342488055867	0.930878722431494	0.956388394340307	0.956388394340307	0.685679401357191	1	0.434206205167716	0.484578470969564	6.01646207666244	1.17025787232675
HumanS30-2-4	KMCP	Human	Single	50%	30G	47998900	47999064	95997964	38391362	0	9607538	47998900	22.45	16.90543333	25.42	210.6833	1	0.799838371	0.899919186	0.888789109	0.568342488055867	0.930878722431494	0.959306134726659	0.959306134726659	0.697352572394575	1	0.455217625695847	0.505848375788133	6.07625205381923	1.20320094818271
HumanS30-2-5	KMCP	Human	Single	50%	30G	47998900	47999082	95997982	38146432	0	9852468	47998900	22.45	16.90543333	25.16	208.5350167	1	0.794735546	0.897367773	0.885629694	0.568342488055867	0.930878722431494	0.959735559883585	0.959735559883585	0.689636676511607	1	0.441329203958639	0.491809598036696	6.04146780876147	1.1814462745483
HumanS60-2-1	KMCP	Human	Single	50%	60G	95997800	95998178	191995978	75783648	0	20214152	95997800	22.45	16.90543333	29.14	349.7242333	1	0.789431091	0.894715546	0.882326338	0.568342488055867	0.930878722431494	0.931512931380731	0.931512931380731	0.681615902379784	1	0.426892003363666	0.477131222224123	5.9478862012164	1.15874712460391
HumanS60-2-2	KMCP	Human	Single	50%	60G	95997800	95998178	191995978	76092262	0	19905538	95997800	22.45	16.90543333	27.2	244.3457333	1	0.792645894	0.896322947	0.884330694	0.568342488055867	0.930878722431494	0.952577275594169	0.952577275594169	0.686476949477286	1	0.435641772337919	0.486037525580523	6.01253200907143	1.17251447505781
HumanS60-2-3	KMCP	Human	Single	50%	60G	95997800	95998172	191995972	76041822	0	19955978	95997800	22.45	16.90543333	29.62	363.97605	1	0.792120465	0.896060233	0.884003593	0.568342488055867	0.930878722431494	0.928664103843467	0.928664103843467	0.685682458788793	1	0.434211705748342	0.484584060859594	5.96102764357102	1.17026651964839
HumanS60-2-4	KMCP	Human	Single	50%	60G	95997800	95998124	191995924	76774552	0	19223248	95997800	22.45	16.90543333	28.62	383.6955	1	0.799753244	0.899876622	0.88873655	0.568342488055867	0.930878722431494	0.924722338848713	0.924722338848713	0.697223851802353	1	0.45498593449005	0.505614831249085	6.00649050572627	1.20283868305144
HumanS60-2-5	KMCP	Human	Single	50%	60G	95997800	95998158	191995958	76292134	0	19705666	95997800	22.45	16.90543333	25.64	340.1922	1	0.794727942	0.897363971	0.885624972	0.568342488055867	0.930878722431494	0.933418310850786	0.933418310850786	0.689625178633314	1	0.441308508058057	0.491788615953449	5.98878013483375	1.18141379458676
HumanS10-2-1	KMCP	Human	Single	50%	10G	19999544	19999624	39999168	15791318	0	4208226	19999544	22.45	16.90543333	24.67	94.41225	1	0.789583903	0.894791951	0.882421776	0.568342488055867	0.930878722431494	0.982547815138297	0.982547815138297	0.681846963766136	1	0.427307913668744	0.477555298475911	6.05102701667475	1.15940226224205
HumanS10-2-2	KMCP	Human	Single	50%	10G	19999544	19999638	39999182	15847306	0	4152238	19999544	22.45	16.90543333	24.84	94.41571667	1	0.792383366	0.896191683	0.884167284	0.568342488055867	0.930878722431494	0.982547122177872	0.982547122177872	0.686079985380457	1	0.434927246642481	0.485311417528127	6.07063410439417	1.17139140290858
HumanS10-2-3	KMCP	Human	Single	50%	10G	19999544	19999628	39999172	15840644	0	4158900	19999544	22.45	16.90543333	24.85	94.14636667	1	0.792050259	0.896025129	0.883959872	0.568342488055867	0.930878722431494	0.982600963152206	0.982600963152206	0.685576298473283	1	0.43402062521227	0.484389787741922	6.06840984821925	1.16996608621521
HumanS10-2-4	KMCP	Human	Single	50%	10G	19999544	19999600	39999144	15997162	0	4002382	19999544	22.45	16.90543333	25.15	94.33646667	1	0.799876337	0.899938169	0.888812549	0.568342488055867	0.930878722431494	0.982562963637742	0.982562963637742	0.697409980133559	1	0.455320958226294	0.505952530813824	6.12303060693652	1.20336251094738
HumanS10-2-5	KMCP	Human	Single	50%	10G	19999544	19999606	39999150	15894118	0	4105426	19999544	22.45	16.90543333	24.89	94.10456667	1	0.79472402	0.89736201	0.885622537	0.568342488055867	0.930878722431494	0.982609318647759	0.982609318647759	0.689619248244222	1	0.441297833502285	0.491777796094765	6.08713472562415	1.18139704433899
HumanS30-1-1	KMCP	Human	Single	90%	30G	86398020	9600108	95998128	68204876	0	18193144	9599780	22.45	16.90543333	24.8	221.9747	1	0.789426378	0.81048374	0.882323395	0.568342488055867	0.930878722431494	0.957049071509289	0.957049071509289	0.426884957162223	1	0.42687917593344	0.477118145080753	5.74420163168235	0.904003102242976
HumanS30-1-2	KMCP	Human	Single	90%	30G	86398020	9600132	95998152	68479962	0	17918058	9599780	22.45	16.90543333	24.91	230.9822833	1	0.792610317	0.813349285	0.884308552	0.568342488055867	0.930878722431494	0.95524852552351	0.95524852552351	0.435550840289714	1	0.435544941978237	0.485939138183815	5.76675318198615	0.921489978473528
HumanS30-1-3	KMCP	Human	Single	90%	30G	86398020	9600102	95998122	68433852	0	17964168	9599780	22.45	16.90543333	24.89	231.68465	1	0.792076624	0.812868962	0.883976291	0.568342488055867	0.930878722431494	0.955108127871874	0.955108127871874	0.434098263910196	1	0.434092383157937	0.484462745138118	5.76209085843736	0.918561009048313
HumanS30-1-4	KMCP	Human	Single	90%	30G	86398020	9600078	95998098	69098114	0	17299906	9599780	22.45	16.90543333	25.45	213.5566	1	0.799765018	0.819788516	0.888743819	0.568342488055867	0.930878722431494	0.958731784358904	0.958731784358904	0.455024142323677	1	0.455017979931062	0.505647130860081	5.83237403231999	0.960671273183758
HumanS30-1-5	KMCP	Human	Single	90%	30G	86398020	9600102	95998122	68661710	0	17736310	9599780	22.45	16.90543333	25.18	212.9432833	1	0.79471393	0.815242537	0.885616272	0.568342488055867	0.930878722431494	0.958854381606736	0.958854381606736	0.441276348199339	1	0.441270371424842	0.491749957731456	5.79122665105647	0.933026305930795
HumanS60-1-1	KMCP	Human	Single	90%	60G	172796040	19200206	191996246	136409768	0	36386272	19199560	22.45	16.90543333	24.88	441.6749	1	0.789426471	0.810483824	0.882323452	0.568342488055867	0.930878722431494	0.913132706818569	0.913132706818569	0.426885211192148	1	0.426879429052686	0.477118398358758	5.65636966272809	0.904003609550907
HumanS60-1-2	KMCP	Human	Single	90%	60G	169342352	19200260	188542612	134233552	0	35108800	19199560	22.45	16.90543333	24.94	454.3990167	1	0.792675609	0.813787822	0.884349187	0.568342488055867	0.930878722431494	0.910589254653462	0.910589254653462	0.436877048877986	1	0.435722648019903	0.486119698741364	5.67911911543354	0.922996747619349
HumanS60-1-3	KMCP	Human	Single	90%	60G	172796040	19200250	191996290	136874140	0	35921900	19199560	22.45	16.90543333	25.2	418.0103333	1	0.79211387	0.812902483	0.883999486	0.568342488055867	0.930878722431494	0.917863070020082	0.917863070020082	0.434199636971277	1	0.434193756055504	0.48456581151273	5.68790655506703	0.918765448484007
HumanS60-1-4	KMCP	Human	Single	90%	60G	172796040	19200186	191996226	138183950	0	34612090	19199560	22.45	16.90543333	27.32	272.6723167	1	0.799693963	0.819724567	0.888699945	0.568342488055867	0.930878722431494	0.946915011440397	0.946915011440397	0.454830749946269	1	0.454824588661219	0.505452177890919	5.80815874986656	0.960282927837188
HumanS60-1-5	KMCP	Human	Single	90%	60G	166662502	19200160	185862662	132460888	0	34201614	19199560	22.45	16.90543333	27.72	243.7447	1	0.794785188	0.815983888	0.885660516	0.568342488055867	0.930878722431494	0.952697417485683	0.952697417485683	0.443518316523845	1	0.441464315202289	0.491946554785921	5.78154523197078	0.935464871309767
HumanS10-1-1	KMCP	Human	Single	90%	10G	35999172	3999908	39999080	28418220	0	7580952	3999908	22.45	16.90543333	24.66	97.04901667	1	0.789413157	0.810471841	0.882315136	0.568342488055867	0.930878722431494	0.982020745947262	0.982020745947262	0.426848972613617	1	0.426843192174681	0.477081446430702	5.79403631360089	0.90393041904432
HumanS10-1-2	KMCP	Human	Single	90%	10G	35999172	3999908	39999080	28531892	0	7467280	3999908	22.45	16.90543333	24.84	96.98615	1	0.792570785	0.813313706	0.884283947	0.568342488055867	0.930878722431494	0.982033312506631	0.982033312506631	0.435443243495459	1	0.435437347246277	0.485829806511156	5.81999823275351	0.921273050006614
HumanS10-1-3	KMCP	Human	Single	90%	10G	35999172	3999908	39999080	28515828	0	7483344	3999908	22.45	16.90543333	24.84	96.769	1	0.792124552	0.812912097	0.884006138	0.568342488055867	0.930878722431494	0.982076719106136	0.982076719106136	0.434228711301077	1	0.434222829386648	0.484595369500396	5.81642155888775	0.918824080801474
HumanS10-1-4	KMCP	Human	Single	90%	10G	35999172	3999908	39999080	28794764	0	7204408	3999908	22.45	16.90543333	25.13	97.1715	1	0.799872953	0.819885657	0.888810459	0.568342488055867	0.930878722431494	0.981996262480298	0.981996262480298	0.455317912811625	1	0.455311747951758	0.505943243953599	5.87978664016494	0.961261156765224
HumanS10-1-5	KMCP	Human	Single	90%	10G	35999172	3999908	39999080	28607616	0	7391556	3999908	22.45	16.90543333	24.88	96.61758333	1	0.794674278	0.81520685	0.88559165	0.568342488055867	0.930878722431494	0.982106986123189	0.982106986123189	0.44116842479518	1	0.441162450087402	0.491640550519742	5.83740660813606	0.932808975314922
HumanM30-3-1	Kneaddata	Human	Multiple	10%	30G	9599794	86398236	95998030	9599780	193956	0	86204064	5.71	234.3210333	15.15	435.0107333	0.980195913	1	0.997979579	0.989998925	0.890852767718755	0	0.914464822015355	0.914464822015355	0.993903457190936	0.860953561178921	1	0.955571540705664	6.53021097082499	1.9494749978966
HumanM30-3-2	Kneaddata	Human	Multiple	10%	30G	9599786	86398258	95998044	9599780	23440	0	86374580	5.71	234.3210333	15.17	408.7291	0.997564225	1	0.999755828	0.998780627	0.890852767718755	0	0.919718316516819	0.919718316516819	0.999275128631908	0.982898184626263	1	0.994592803394281	6.70705551740485	1.99386793202619
HumanM30-3-3	Kneaddata	Human	Multiple	10%	30G	9599792	86398268	95998060	9599780	45218	0	86352802	5.71	234.3210333	15.16	429.31455	0.995311767	1	0.999528968	0.997650376	0.890852767718755	0	0.915603444843864	0.915603444843864	0.998589066383261	0.967083455904155	1	0.989570562697082	6.67730274239098	1.98815962908034
HumanM30-3-4	Kneaddata	Human	Multiple	10%	30G	9599792	86398252	95998044	9599778	22872	2	86375148	5.71	234.3210333	15.16	441.4889	0.997623108	0.999999792	0.999761724	0.998810036	0.890852767718755	0	0.913169886774857	0.913169886774857	0.999292959113342	0.983311607949293	0.999999433883835	0.994723481515038	6.69452002372998	1.99401644062838
HumanM30-3-5	Kneaddata	Human	Multiple	10%	30G	9599786	86398214	95998000	9599780	29244	0	86368776	5.71	234.3210333	15.17	408.0108167	0.996962932	1	0.999695368	0.998479157	0.890852767718755	0	0.919861895773251	0.919861895773251	0.999092287568904	0.978676447449587	1	0.993253229350122	6.70159852363387	1.99234551691903
HumanM60-3-1	Kneaddata	Human	Multiple	10%	60G	19199586	172796430	191996016	19199560	388566	0	172407474	5.71	234.3210333	30.25	896.9018833	0.980163187	1	0.997976172	0.989982233	0.890852767718755	0	0.822136366279693	0.822136366279693	0.993893153858126	0.860723788720497	1	0.955497370241123	6.34523981309789	1.94939052409925
HumanM60-3-2	Kneaddata	Human	Multiple	10%	60G	19199586	172796536	191996122	19199560	46934	0	172749106	5.71	234.3210333	30.26	962.7887333	0.997561426	1	0.999755546	0.998779225	0.890852767718755	0	0.808966096371323	0.808966096371323	0.999274275817159	0.98287853257251	1	0.994586573644024	6.4855243424951	1.99386084946118
HumanM60-3-3	Kneaddata	Human	Multiple	10%	60G	19199586	172796526	191996112	19199560	90558	0	172705482	5.71	234.3210333	30.27	795.11945	0.995305472	1	0.999528333	0.997647213	0.890852767718755	0	0.842481884672083	0.842481884672083	0.998587146037991	0.967039258091229	1	0.989556507989477	6.53099944918162	1.98814365402747
HumanM60-3-4	Kneaddata	Human	Multiple	10%	60G	19199578	172796508	191996086	19199558	45894	2	172750146	5.71	234.3210333	30.27	834.7533667	0.997615333	0.999999896	0.999760953	0.998806191	0.890852767718755	0	0.834559372357944	0.834559372357944	0.999290627481527	0.98325701891109	0.999999716941917	0.994706396358307	6.53722527212748	1.99399702383983
HumanM60-3-5	Kneaddata	Human	Multiple	10%	60G	19199584	172796412	191995996	19199560	58996	0	172737044	5.71	234.3210333	30.27	780.8217333	0.996936634	1	0.999692722	0.998465967	0.890852767718755	0	0.845339887263076	0.845339887263076	0.999084285626252	0.978491806610142	1	0.993194619930802	6.5523032544121	1.99227890555705
HumanM10-3-1	Kneaddata	Human	Multiple	10%	10G	3999912	35999258	39999170	3999908	81168	0	35918004	5.71	234.3210333	6.47	97.49581667	0.980111128	1	0.997970753	0.989955679	0.890852767718755	0	0.981931434095276	0.981931434095276	0.99387676590377	0.860358277371319	1	0.955379378238043	6.66433005742244	1.94925614414181
HumanM10-3-2	Kneaddata	Human	Multiple	10%	10G	3999908	35999288	39999196	3999908	9726	0	35989446	5.71	234.3210333	6.47	99.7712	0.997574342	1	0.999756844	0.998785698	0.890852767718755	0	0.981476602628889	0.981476602628889	0.99927820118434	0.982969217076361	1	0.994615336249882	6.83066872748712	1.99389353743422
HumanM10-3-3	Kneaddata	Human	Multiple	10%	10G	3999912	35999270	39999182	3999908	18776	0	35980396	5.71	234.3210333	6.47	99.54203333	0.995327824	1	0.999530589	0.997658442	0.890852767718755	0	0.981522411267455	0.981522411267455	0.998593968555988	0.96719619367733	1	0.989606403756691	6.80929415624367	1.98820037231268
HumanM10-3-4	Kneaddata	Human	Multiple	10%	10G	3999914	35999282	39999196	3999906	9540	2	35989632	5.71	234.3210333	6.47	103.0833333	0.997620619	0.9999995	0.999761445	0.998808643	0.890852767718755	0	0.980814532890641	0.980814532890641	0.99929211537109	0.98329413243597	0.999998639143833	0.994717291756046	6.82978401220698	1.99400940712714
HumanM10-3-5	Kneaddata	Human	Multiple	10%	10G	3999908	35999248	39999156	3999908	12184	0	35986988	5.71	234.3210333	6.47	94.87758333	0.99696318	1	0.999695393	0.998479281	0.890852767718755	0	0.982454798617497	0.982454798617497	0.999092363173048	0.97867818868193	1	0.993253780340873	6.8267866971496	1.99234614351392
HumanM30-2-1	Kneaddata	Human	Multiple	50%	30G	47998906	47999428	95998334	47998900	107600	0	47891300	5.71	234.3210333	16.32	1294.8529	0.997763296	1	0.998879141	0.998880396	0.890852767718755	0	0.742589046894276	0.742589046894276	0.996623881807521	0.984295881658323	1	0.995036124331063	6.35198674930421	1.99166000613858
HumanM30-2-2	Kneaddata	Human	Multiple	50%	30G	47998900	47999584	95998484	47998900	13054	0	47985846	5.71	234.3210333	16.29	1322.52815	0.999728109	1	0.999864018	0.999864036	0.890852767718755	0	0.737056979231584	0.737056979231584	0.99960231312755	0.998091026599837	1	0.999406902892101	6.36206696880141	1.99900921601965
HumanM30-2-3	Kneaddata	Human	Multiple	50%	30G	47998906	47999668	95998574	47998896	25060	4	47973840	5.71	234.3210333	16.29	1309.560083	0.999478177	0.999999917	0.999738911	0.999738979	0.890852767718755	0	0.739649195168145	0.739649195168145	0.999223968819423	0.996336229494198	0.999999774097876	0.99885121539006	6.3645623458566	1.99807518420948
HumanM30-2-4	Kneaddata	Human	Multiple	50%	30G	47998912	47999592	95998504	47998896	12730	4	47986170	5.71	234.3210333	16.27	1387.812867	0.999734856	0.999999917	0.999867351	0.999867369	0.890852767718755	0	0.724007071036223	0.724007071036223	0.999612392672092	0.998138397949132	0.999999774097876	0.999421712990251	6.33603918750055	1.99903410566234
HumanM30-2-5	Kneaddata	Human	Multiple	50%	30G	47998904	47999472	95998376	47998900	16356	0	47982544	5.71	234.3210333	16.27	1312.103017	0.999659358	1	0.999829621	0.99982965	0.890852767718755	0	0.739140882399525	0.739140882399525	0.999498290897246	0.997608319080153	1	0.99925410960228	6.36549525209749	1.99875240049953
HumanM60-2-1	Kneaddata	Human	Multiple	50%	60G	95997814	95998806	191996620	95997800	215636	0	95782164	5.71	234.3210333	32.72	2568.776333	0.997758775	1	0.99887687	0.99887813	0.890852767718755	0	0.487941640693999	0.487941640693999	0.996617013927036	0.984264139273536	1	0.99502605541945	5.84264325772677	1.99164306934649
HumanM60-2-2	Kneaddata	Human	Multiple	50%	60G	95997810	95999128	191996938	95997800	25948	0	95971852	5.71	234.3210333	32.75	2622.444733	0.999729775	1	0.999864851	0.999864869	0.890852767718755	0	0.477213744102337	0.477213744102337	0.999604832257644	0.998102723749375	1	0.999410604305771	5.84239841623622	1.99901543656341
