SampleID	Software	Hosttype	Microbiometype	HostGenomeProportion	DataSize	num_seqs-host	num_seqs-microbiome	num_seqs-total	TP	FP	FN	TN	IndexingMemory	IndexingTime	RunningMemory	RunningTime	Precision	Recall	Accuracy	F1
HumanM60-3-2	Kneaddata	Human	Multiple	10%	60G	19199586	172796536	191996122	19199560	46934	0	172749106	5.71	234.3210333	30.26	962.7887333	0.997561426	1	0.999755546	0.998779225
HumanM60-3-3	Kneaddata	Human	Multiple	10%	60G	19199586	172796526	191996112	19199560	90558	0	172705482	5.71	234.3210333	30.27	795.11945	0.995305472	1	0.999528333	0.997647213
HumanM60-3-4	Kneaddata	Human	Multiple	10%	60G	19199578	172796508	191996086	19199558	45894	2	172750146	5.71	234.3210333	30.27	834.7533667	0.997615333	0.999999896	0.999760953	0.998806191
HumanM60-3-5	Kneaddata	Human	Multiple	10%	60G	19199584	172796412	191995996	19199560	58996	0	172737044	5.71	234.3210333	30.27	780.8217333	0.996936634	1	0.999692722	0.998465967
HumanM10-3-1	Kneaddata	Human	Multiple	10%	10G	3999912	35999258	39999170	3999908	81168	0	35918004	5.71	234.3210333	6.47	97.49581667	0.980111128	1	0.997970753	0.989955679
HumanM10-3-2	Kneaddata	Human	Multiple	10%	10G	3999908	35999288	39999196	3999908	9726	0	35989446	5.71	234.3210333	6.47	99.7712	0.997574342	1	0.999756844	0.998785698
HumanM10-3-3	Kneaddata	Human	Multiple	10%	10G	3999912	35999270	39999182	3999908	18776	0	35980396	5.71	234.3210333	6.47	99.54203333	0.995327824	1	0.999530589	0.997658442
HumanM10-3-4	Kneaddata	Human	Multiple	10%	10G	3999914	35999282	39999196	3999906	9540	2	35989632	5.71	234.3210333	6.47	103.0833333	0.997620619	0.9999995	0.999761445	0.998808643
HumanM10-3-5	Kneaddata	Human	Multiple	10%	10G	3999908	35999248	39999156	3999908	12184	0	35986988	5.71	234.3210333	6.47	94.87758333	0.99696318	1	0.999695393	0.998479281
HumanM30-2-1	Kneaddata	Human	Multiple	50%	30G	47998906	47999428	95998334	47998900	107600	0	47891300	5.71	234.3210333	16.32	1294.8529	0.997763296	1	0.998879141	0.998880396
HumanM30-2-2	Kneaddata	Human	Multiple	50%	30G	47998900	47999584	95998484	47998900	13054	0	47985846	5.71	234.3210333	16.29	1322.52815	0.999728109	1	0.999864018	0.999864036
HumanM30-2-3	Kneaddata	Human	Multiple	50%	30G	47998906	47999668	95998574	47998896	25060	4	47973840	5.71	234.3210333	16.29	1309.560083	0.999478177	0.999999917	0.999738911	0.999738979
HumanM30-2-4	Kneaddata	Human	Multiple	50%	30G	47998912	47999592	95998504	47998896	12730	4	47986170	5.71	234.3210333	16.27	1387.812867	0.999734856	0.999999917	0.999867351	0.999867369
HumanM30-2-5	Kneaddata	Human	Multiple	50%	30G	47998904	47999472	95998376	47998900	16356	0	47982544	5.71	234.3210333	16.27	1312.103017	0.999659358	1	0.999829621	0.99982965
HumanM60-2-1	Kneaddata	Human	Multiple	50%	60G	95997814	95998806	191996620	95997800	215636	0	95782164	5.71	234.3210333	32.72	2568.776333	0.997758775	1	0.99887687	0.99887813
HumanM60-2-2	Kneaddata	Human	Multiple	50%	60G	95997810	95999128	191996938	95997800	25948	0	95971852	5.71	234.3210333	32.75	2622.444733	0.999729775	1	0.999864851	0.999864869
HumanM60-2-3	Kneaddata	Human	Multiple	50%	60G	95997814	95999344	191997158	95997794	50482	6	95947318	5.71	234.3210333	32.75	2540.093167	0.99947441	0.999999937	0.999737036	0.999737105
HumanM60-2-4	Kneaddata	Human	Multiple	50%	60G	95997814	95999116	191996930	95997794	25290	6	95972510	5.71	234.3210333	32.75	2758.885117	0.999736626	0.999999937	0.999868247	0.999868264
HumanM60-2-5	Kneaddata	Human	Multiple	50%	60G	95997808	95998942	191996750	95997796	32412	4	95965388	5.71	234.3210333	32.75	2612.633567	0.999662481	0.999999958	0.999831163	0.999831191
HumanM10-2-1	Kneaddata	Human	Multiple	50%	10G	19999546	19999756	39999302	19999544	45036	0	19954508	5.71	234.3210333	6.28	279.1020667	0.997753208	1	0.998874074	0.998875341
HumanM10-2-2	Kneaddata	Human	Multiple	50%	10G	19999544	19999844	39999388	19999544	5406	0	19994138	5.71	234.3210333	6.28	290.7569667	0.999729767	1	0.999864847	0.999864865
HumanM10-2-3	Kneaddata	Human	Multiple	50%	10G	19999546	19999868	39999414	19999544	10608	0	19988936	5.71	234.3210333	6.28	288.7704667	0.999469869	1	0.999734794	0.999734864
HumanM10-2-4	Kneaddata	Human	Multiple	50%	10G	19999550	19999866	39999416	19999542	5322	2	19994222	5.71	234.3210333	6.28	307.6431	0.999733965	0.9999999	0.999866897	0.999866915
HumanM10-2-5	Kneaddata	Human	Multiple	50%	10G	19999544	19999790	39999334	19999544	6766	0	19992778	5.71	234.3210333	6.28	290.4989167	0.999661807	1	0.999830846	0.999830875
HumanM30-1-1	Kneaddata	Human	Multiple	90%	30G	86398020	9600586	95998606	86398020	21746	0	9578034	5.71	234.3210333	15.07	2226.170133	0.999748368	1	0.999773474	0.999874168
HumanM30-1-2	Kneaddata	Human	Multiple	90%	30G	86398020	9600894	95998914	86398020	2520	0	9597260	5.71	234.3210333	15.09	2159.392817	0.999970834	1	0.999973749	0.999985417
HumanM30-1-3	Kneaddata	Human	Multiple	90%	30G	86398022	9601044	95999066	86398014	5058	6	9594722	5.71	234.3210333	15.09	2098.083083	0.99994146	0.999999931	0.999947249	0.999970695
HumanM30-1-4	Kneaddata	Human	Multiple	90%	30G	86398026	9600902	95998928	86398014	2556	6	9597224	5.71	234.3210333	15.07	2193.627067	0.999970417	0.999999931	0.999973312	0.999985173
HumanM30-1-5	Kneaddata	Human	Multiple	90%	30G	86398020	9600722	95998742	86398018	3270	2	9596510	5.71	234.3210333	15.09	1867.6549	0.999962153	0.999999977	0.999965916	0.999981065
HumanM60-1-1	Kneaddata	Human	Multiple	90%	60G	172796042	19201166	191997208	172796040	43272	0	19156288	5.71	234.3210333	30.25	5009.799783	0.99974964	1	0.99977462	0.999874804
HumanM60-1-2	Kneaddata	Human	Multiple	90%	60G	169342352	19201768	188544120	169342352	5192	0	19194368	5.71	234.3210333	29.75	4450.0714	0.999969341	1	0.999972462	0.99998467
HumanM60-1-3	Kneaddata	Human	Multiple	90%	60G	172796042	19202072	191998114	172796030	10142	10	19189418	5.71	234.3210333	30.25	4441.987767	0.99994131	0.999999942	0.999947124	0.999970625
HumanM60-1-4	Kneaddata	Human	Multiple	90%	60G	172796046	19201838	191997884	172796030	5132	10	19194428	5.71	234.3210333	30.26	4833.843467	0.999970301	0.999999942	0.999973218	0.999985121
HumanM60-1-5	Kneaddata	Human	Multiple	90%	60G	166662502	19201374	185863876	166662498	6464	4	19193096	5.71	234.3210333	29.39	4472.335233	0.999961217	0.999999976	0.9999652	0.999980596
HumanM10-1-1	Kneaddata	Human	Multiple	90%	10G	35999172	4000264	39999436	35999172	9232	0	3990676	5.71	234.3210333	6.35	493.1198	0.999743615	1	0.999769195	0.999871791
HumanM10-1-2	Kneaddata	Human	Multiple	90%	10G	35999172	4000378	39999550	35999172	1074	0	3998834	5.71	234.3210333	6.35	509.4890167	0.999970167	1	0.999973149	0.999985083
HumanM10-1-3	Kneaddata	Human	Multiple	90%	10G	35999174	4000440	39999614	35999172	2148	0	3997760	5.71	234.3210333	6.35	501.6064833	0.999940336	1	0.999946299	0.999970167
HumanM10-1-4	Kneaddata	Human	Multiple	90%	10G	35999176	4000430	39999606	35999170	1074	2	3998834	5.71	234.3210333	6.35	532.02485	0.999970167	0.999999944	0.999973099	0.999985055
HumanM10-1-5	Kneaddata	Human	Multiple	90%	10G	35999172	4000296	39999468	35999172	1374	0	3998534	5.71	234.3210333	6.34	514.7919667	0.999961834	1	0.999965649	0.999980917
HumanS30-3-1	Kneaddata	Human	Single	10%	30G	9599780	86398058	95997838	9599780	23560	0	86374460	5.71	234.3210333	15.17	235.2262	0.997551786	1	0.999754578	0.998774393
HumanS30-3-2	Kneaddata	Human	Single	10%	30G	9599780	86398062	95997842	9599780	23874	0	86374146	5.71	234.3210333	15.17	238.9139167	0.997519237	1	0.999751307	0.998758078
HumanS30-3-3	Kneaddata	Human	Single	10%	30G	9599780	86398052	95997832	9599780	23628	0	86374392	5.71	234.3210333	15.17	231.0254833	0.997544737	1	0.999753869	0.998770859
HumanS30-3-4	Kneaddata	Human	Single	10%	30G	9599780	86398044	95997824	9599778	24142	2	86373878	5.71	234.3210333	15.17	238.1166667	0.997491459	0.999999792	0.999748494	0.99874405
HumanS30-3-5	Kneaddata	Human	Single	10%	30G	9599780	86398044	95997824	9599780	23652	0	86374368	5.71	234.3210333	15.17	230.8345667	0.997542249	1	0.999753619	0.998769612
HumanS60-3-1	Kneaddata	Human	Single	10%	60G	19199560	172796118	191995678	19199560	47080	0	172748960	5.71	234.3210333	30.27	464.2505333	0.997553859	1	0.999754786	0.998775432
HumanS60-3-2	Kneaddata	Human	Single	10%	60G	19199560	172796130	191995690	19199560	47596	0	172748444	5.71	234.3210333	30.27	460.2624833	0.997527115	1	0.999752098	0.998762027
HumanS60-3-3	Kneaddata	Human	Single	10%	60G	19199560	172796122	191995682	19199560	47138	0	172748902	5.71	234.3210333	30.27	456.2115167	0.997550853	1	0.999754484	0.998773925
HumanS60-3-4	Kneaddata	Human	Single	10%	60G	19199560	172796096	191995656	19199558	47702	2	172748338	5.71	234.3210333	30.27	465.4139	0.997521621	0.999999896	0.999751536	0.998759221
HumanS60-3-5	Kneaddata	Human	Single	10%	60G	19199560	172796102	191995662	19199560	47294	0	172748746	5.71	234.3210333	30.27	461.0307667	0.997542767	1	0.999753671	0.998769872
HumanS10-3-1	Kneaddata	Human	Single	10%	10G	3999908	35999182	39999090	3999908	9926	0	35989246	5.71	234.3210333	6.47	112.48465	0.997524586	1	0.999751844	0.998760759
HumanS10-3-2	Kneaddata	Human	Single	10%	10G	3999908	35999180	39999088	3999908	9868	0	35989304	5.71	234.3210333	6.47	114.9406667	0.997539015	1	0.999753294	0.998767991
HumanS10-3-3	Kneaddata	Human	Single	10%	10G	3999908	35999182	39999090	3999908	9882	0	35989290	5.71	234.3210333	6.47	111.2955	0.997535532	1	0.999752944	0.998766246
HumanS10-3-4	Kneaddata	Human	Single	10%	10G	3999908	35999180	39999088	3999906	10158	2	35989014	5.71	234.3210333	6.47	110.6388167	0.997466873	0.9999995	0.999745994	0.998731581
HumanS10-3-5	Kneaddata	Human	Single	10%	10G	3999908	35999178	39999086	3999908	9794	0	35989378	5.71	234.3210333	6.47	107.3741667	0.997557424	1	0.999755144	0.998777219
HumanS30-2-1	Kneaddata	Human	Single	50%	30G	47998900	47999100	95998000	47998900	13050	0	47985850	5.71	234.3210333	16.18	712.0519667	0.999728193	1	0.999864059	0.999864078
HumanS30-2-2	Kneaddata	Human	Single	50%	30G	47998900	47999084	95997984	47998900	13190	0	47985710	5.71	234.3210333	16.18	711.7667333	0.999725278	1	0.999862601	0.99986262
HumanS30-2-3	Kneaddata	Human	Single	50%	30G	47998900	47999088	95997988	47998896	13098	4	47985802	5.71	234.3210333	16.18	699.0075333	0.999727193	0.999999917	0.999863518	0.999863536
HumanS30-2-4	Kneaddata	Human	Single	50%	30G	47998900	47999064	95997964	47998896	13450	4	47985450	5.71	234.3210333	16.18	749.7923167	0.999719864	0.999999917	0.999859851	0.999859871
HumanS30-2-5	Kneaddata	Human	Single	50%	30G	47998900	47999082	95997982	47998900	13104	0	47985796	5.71	234.3210333	16.18	718.6415667	0.999727068	1	0.999863497	0.999863516
HumanS60-2-1	Kneaddata	Human	Single	50%	60G	95997800	95998178	191995978	95997800	26064	0	95971736	5.71	234.3210333	32.75	1404.900483	0.999728567	1	0.999864247	0.999864265
HumanS60-2-2	Kneaddata	Human	Single	50%	60G	95997800	95998178	191995978	95997800	26482	0	95971318	5.71	234.3210333	32.75	1390.942033	0.999724216	1	0.99986207	0.999862089
HumanS60-2-3	Kneaddata	Human	Single	50%	60G	95997800	95998172	191995972	95997794	26082	6	95971718	5.71	234.3210333	32.51	1452.802183	0.99972838	0.999999937	0.999864122	0.99986414
HumanS60-2-4	Kneaddata	Human	Single	50%	60G	95997800	95998124	191995924	95997794	26820	6	95970980	5.71	234.3210333	32.57	1528.9055	0.999720697	0.999999937	0.999860278	0.999860298
HumanS60-2-5	Kneaddata	Human	Single	50%	60G	95997800	95998158	191995958	95997796	26060	4	95971740	5.71	234.3210333	32.75	1522.5018	0.999728609	0.999999958	0.999864247	0.999864265
HumanS10-2-1	Kneaddata	Human	Single	50%	10G	19999544	19999624	39999168	19999544	5486	0	19994058	5.71	234.3210333	6.28	351.76375	0.999725769	1	0.999862847	0.999862866
HumanS10-2-2	Kneaddata	Human	Single	50%	10G	19999544	19999638	39999182	19999544	5500	0	19994044	5.71	234.3210333	6.28	348.7553833	0.999725069	1	0.999862497	0.999862516
HumanS10-2-3	Kneaddata	Human	Single	50%	10G	19999544	19999628	39999172	19999544	5388	0	19994156	5.71	234.3210333	6.28	329.3427167	0.999730666	1	0.999865297	0.999865315
HumanS10-2-4	Kneaddata	Human	Single	50%	10G	19999544	19999600	39999144	19999542	5560	2	19993984	5.71	234.3210333	6.28	345.19585	0.999722071	0.9999999	0.999860947	0.999860966
HumanS10-2-5	Kneaddata	Human	Single	50%	10G	19999544	19999606	39999150	19999544	5432	0	19994112	5.71	234.3210333	6.28	330.4668167	0.999728468	1	0.999864197	0.999864215
HumanS30-1-1	Kneaddata	Human	Single	90%	30G	86398020	9600108	95998128	86398020	2654	0	9597126	5.71	234.3210333	15.09	1176.279017	0.999969283	1	0.999972354	0.999984641
HumanS30-1-2	Kneaddata	Human	Single	90%	30G	86398020	9600132	95998152	86398020	2588	0	9597192	5.71	234.3210333	15.09	1179.414917	0.999970047	1	0.999973041	0.999985023
HumanS30-1-3	Kneaddata	Human	Single	90%	30G	86398020	9600102	95998122	86398014	2588	6	9597192	5.71	234.3210333	15.1	1172.920833	0.999970047	0.999999931	0.999972979	0.999984988
HumanS30-1-4	Kneaddata	Human	Single	90%	30G	86398020	9600078	95998098	86398014	2656	6	9597124	5.71	234.3210333	15.09	1267.469317	0.999969259	0.999999931	0.99997227	0.999984595
HumanS30-1-5	Kneaddata	Human	Single	90%	30G	86398020	9600102	95998122	86398016	2602	4	9597178	5.71	234.3210333	15.09	1207.204217	0.999969884	0.999999954	0.999972854	0.999984919
HumanS60-1-1	Kneaddata	Human	Single	90%	60G	172796040	19200206	191996246	172795824	4224	216	19195336	5.71	234.3210333	30.27	2338.3572	0.999975556	0.99999875	0.999976874	0.999987153
HumanS60-1-2	Kneaddata	Human	Single	90%	60G	169342352	19200260	188542612	169342122	4182	230	19195378	5.71	234.3210333	29.77	2384.057683	0.999975305	0.999998642	0.999976599	0.999986973
HumanS60-1-3	Kneaddata	Human	Single	90%	60G	172796040	19200250	191996290	172795842	4116	198	19195444	5.71	234.3210333	30.27	2367.7224	0.999976181	0.999998854	0.999977531	0.999987517
HumanS60-1-4	Kneaddata	Human	Single	90%	60G	172796040	19200186	191996226	172795878	4150	162	19195410	5.71	234.3210333	30.27	2604.50675	0.999975984	0.999999062	0.999977541	0.999987523
HumanS60-1-5	Kneaddata	Human	Single	90%	60G	166662502	19200160	185862662	166662308	4246	194	19195314	5.71	234.3210333	29.37	2386.837533	0.999974524	0.999998836	0.999976111	0.99998668
HumanS10-1-1	Kneaddata	Human	Single	90%	10G	3999908	35999172	39999080	35999172	1116	0	3998792	5.71	234.3210333	6.35	592.9975167	0.999969	1	0.999972099	0.9999845
HumanS10-1-2	Kneaddata	Human	Single	90%	10G	3999908	35999172	39999080	35999172	1040	0	3998868	5.71	234.3210333	6.35	557.5083	0.999971111	1	0.999973999	0.999985555
HumanS10-1-3	Kneaddata	Human	Single	90%	10G	3999908	35999172	39999080	35999172	1124	0	3998784	5.71	234.3210333	6.35	551.0277	0.999968778	1	0.999971899	0.999984389
HumanS10-1-4	Kneaddata	Human	Single	90%	10G	3999908	35999172	39999080	35999170	1102	2	3998806	5.71	234.3210333	6.35	570.1164333	0.999969389	0.999999944	0.999972399	0.999984667
HumanS10-1-5	Kneaddata	Human	Single	90%	10G	3999908	35999172	39999080	35999172	1118	0	3998790	5.71	234.3210333	6.34	559.9632	0.999968945	1	0.999972049	0.999984472
HumanM30-3-1	Kraken2	Human	Multiple	10%	30G	9599794	86398236	95998030	9430219	173109	169561	86224911	0.319921875	6.941533333	4.12	41.51286667	0.981974061	0.982336991	0.996430439	0.982155493
HumanM30-3-2	Kraken2	Human	Multiple	10%	30G	9599786	86398258	95998044	9420679	2623	179101	86395397	0.319921875	6.941533333	4.13	41.16018333	0.999721647	0.981343218	0.998106998	0.990447184
HumanM30-3-3	Kraken2	Human	Multiple	10%	30G	9599792	86398268	95998060	9430760	23607	169020	86374413	0.319921875	6.941533333	4.17	27.02213333	0.997503059	0.982393347	0.997993423	0.989890547
HumanM30-3-4	Kraken2	Human	Multiple	10%	30G	9599792	86398252	95998044	9429831	2946	169949	86395074	0.319921875	6.941533333	4.15	29.41705	0.999687685	0.982296573	0.998198969	0.990915829
HumanM30-3-5	Kraken2	Human	Multiple	10%	30G	9599786	86398214	95998000	9377853	513	221927	86397507	0.319921875	6.941533333	4.1	34.1006	0.9999453	0.976882074	0.997682864	0.98827915
HumanM60-3-1	Kraken2	Human	Multiple	10%	60G	19199586	172796430	191996016	18861462	346917	87515	99912485	0.319921875	6.941533333	4.19	54.75298333	0.981939288	0.995381545	0.996355692	0.988614725
HumanM60-3-2	Kraken2	Human	Multiple	10%	60G	19199586	172796536	191996122	18842062	5336	100016	99899984	0.319921875	6.941533333	4.17	56.39473333	0.999716884	0.994719903	0.999113552	0.997212134
HumanM60-3-3	Kraken2	Human	Multiple	10%	60G	19199586	172796526	191996112	18860788	47245	91684	99908316	0.319921875	6.941533333	4.23	66.0052	0.997501327	0.995162425	0.998831626	0.996330503
HumanM60-3-4	Kraken2	Human	Multiple	10%	60G	19199578	172796508	191996086	18859886	6063	94305	99905695	0.319921875	6.941533333	4.18	51.85396667	0.999678627	0.995024583	0.99915562	0.997346176
HumanM60-3-5	Kraken2	Human	Multiple	10%	60G	19199584	172796412	191995996	18756154	1048	141543	99858457	0.319921875	6.941533333	4.11	58.14571667	0.999944128	0.99251004	0.998799307	0.996213215
HumanM10-3-1	Kraken2	Human	Multiple	10%	10G	3999912	35999258	39999170	3929193	72285	70715	35926887	0.319921875	6.941533333	4.11	13.058	0.981935425	0.982320843	0.996424918	0.982128096
HumanM10-3-2	Kraken2	Human	Multiple	10%	10G	3999908	35999288	39999196	3924497	1082	75411	35998090	0.319921875	6.941533333	4.11	13.21388333	0.999724372	0.981146816	0.998087631	0.99034848
HumanM10-3-3	Kraken2	Human	Multiple	10%	10G	3999912	35999270	39999182	3929528	9786	70380	35989386	0.319921875	6.941533333	4.13	11.2805	0.997515811	0.982404595	0.997995804	0.989902537
HumanM10-3-4	Kraken2	Human	Multiple	10%	10G	3999914	35999282	39999196	3928926	1235	70982	35997937	0.319921875	6.941533333	4.12	10.8479	0.999685764	0.982254092	0.998194533	0.99089327
HumanM10-3-5	Kraken2	Human	Multiple	10%	10G	3999908	35999248	39999156	3907493	218	92415	35998954	0.319921875	6.941533333	4.11	10.72036667	0.999944213	0.976895719	0.997684122	0.988285602
HumanM30-2-1	Kraken2	Human	Multiple	50%	30G	47998906	47999428	95998334	47152932	96058	845968	47902842	0.319921875	6.941533333	4.11	34.79851667	0.997966983	0.982375263	0.990187004	0.990109744
HumanM30-2-2	Kraken2	Human	Multiple	50%	30G	47998900	47999584	95998484	47103631	1462	895269	47997438	0.319921875	6.941533333	4.11	34.84791667	0.999968963	0.981348135	0.990658838	0.990571048
HumanM30-2-3	Kraken2	Human	Multiple	50%	30G	47998906	47999668	95998574	47150697	13159	848203	47985741	0.319921875	6.941533333	4.12	34.80771667	0.999720994	0.982328699	0.991027274	0.990948539
HumanM30-2-4	Kraken2	Human	Multiple	50%	30G	47998912	47999592	95998504	47149694	1653	849206	47997247	0.319921875	6.941533333	4.12	35.05143333	0.999964943	0.982307803	0.991136682	0.991057732
HumanM30-2-5	Kraken2	Human	Multiple	50%	30G	47998904	47999472	95998376	46891358	278	1107542	47998622	0.319921875	6.941533333	4.1	34.9255	0.999994071	0.97692568	0.988459944	0.988325285
HumanM60-2-1	Kraken2	Human	Multiple	50%	60G	95997814	95998806	191996620	94306919	192463	1690881	95805337	0.319921875	6.941533333	4.15	55.37201667	0.997963341	0.982386253	0.990190692	0.990113534
HumanM60-2-2	Kraken2	Human	Multiple	50%	60G	95997810	95999128	191996938	94206031	2886	1791769	95994914	0.319921875	6.941533333	4.14	55.67048333	0.999969366	0.981335312	0.990652624	0.990564713
HumanM60-2-3	Kraken2	Human	Multiple	50%	60G	95997814	95999344	191997158	94300450	26385	1697350	95971415	0.319921875	6.941533333	4.18	55.21865	0.999720281	0.982318866	0.991022008	0.990943185
HumanM60-2-4	Kraken2	Human	Multiple	50%	60G	95997814	95999116	191996930	94296759	3296	1701041	95994504	0.319921875	6.941533333	4.15	55.15641667	0.999965048	0.982280417	0.991123041	0.991043845
HumanM60-2-5	Kraken2	Human	Multiple	50%	60G	95997808	95998942	191996750	93782134	568	2215666	95997232	0.319921875	6.941533333	4.13	55.26343333	0.999993943	0.976919617	0.98845685	0.98832212
HumanM10-2-1	Kraken2	Human	Multiple	50%	10G	19999546	19999756	39999302	19647365	39956	352179	19959588	0.319921875	6.941533333	4.11	14.7669	0.99797047	0.982390649	0.990196401	0.990119275
HumanM10-2-2	Kraken2	Human	Multiple	50%	10G	19999544	19999844	39999388	19627174	599	372370	19998945	0.319921875	6.941533333	4.11	14.95876667	0.999969482	0.981381075	0.990675562	0.990588083
HumanM10-2-3	Kraken2	Human	Multiple	50%	10G	19999546	19999868	39999414	19646657	5525	352887	19994019	0.319921875	6.941533333	4.1	14.83755	0.999718861	0.982355248	0.991039496	0.990960999
HumanM10-2-4	Kraken2	Human	Multiple	50%	10G	19999550	19999866	39999416	19645628	673	353916	19998871	0.319921875	6.941533333	4.11	14.90823333	0.999965744	0.982303797	0.991135073	0.991056087
HumanM10-2-5	Kraken2	Human	Multiple	50%	10G	19999544	19999790	39999334	19537607	117	461937	19999427	0.319921875	6.941533333	4.1	14.95336667	0.999994012	0.976902623	0.988448387	0.988313457
HumanM30-1-1	Kraken2	Human	Multiple	90%	30G	86398020	9600586	95998606	84876301	19258	1521719	9580522	0.319921875	6.941533333	4.11	39.964	0.999773157	0.982387108	0.983947788	0.991003883
HumanM30-1-2	Kraken2	Human	Multiple	90%	30G	86398020	9600894	95998914	84785262	299	1612758	9599481	0.319921875	6.941533333	4.11	56.63921667	0.999996473	0.981333392	0.983196938	0.990577034
HumanM30-1-3	Kraken2	Human	Multiple	90%	30G	86398022	9601044	95999066	84870411	2639	1527609	9597141	0.319921875	6.941533333	4.1	42.09238333	0.999968907	0.982318935	0.984059551	0.991065345
HumanM30-1-4	Kraken2	Human	Multiple	90%	30G	86398026	9600902	95998928	84867686	298	1530334	9599482	0.319921875	6.941533333	4.11	42.73173333	0.999996489	0.982287395	0.984055551	0.991062838
HumanM30-1-5	Kraken2	Human	Multiple	90%	30G	86398020	9600722	95998742	75867485	61	1717302	9599719	0.319921875	6.941533333	4.11	44.0861	0.999999196	0.97786548	0.980301984	0.988808492
HumanM60-1-1	Kraken2	Human	Multiple	90%	60G	172796042	19201166	191997208	99961589	38411	3041805	19161149	0.319921875	6.941533333	4.11	70.5164	0.99961589	0.970468886	0.974794259	0.984826776
HumanM60-1-2	Kraken2	Human	Multiple	90%	60G	169342352	19201768	188544120	99999428	572	3162214	19198988	0.319921875	6.941533333	4.12	70.37603333	0.99999428	0.969346998	0.974152052	0.98443217
HumanM60-1-3	Kraken2	Human	Multiple	90%	60G	172796042	19202072	191998114	99994694	5306	3056171	19194254	0.319921875	6.941533333	4.12	73.13928333	0.99994694	0.970343083	0.97495733	0.98492261
HumanM60-1-4	Kraken2	Human	Multiple	90%	60G	172796046	19201838	191997884	99999356	644	3059753	19198916	0.319921875	6.941533333	4.12	74.24208333	0.99999356	0.970310698	0.974967853	0.984928541
HumanM60-1-5	Kraken2	Human	Multiple	90%	60G	166662502	19201374	185863876	99999884	116	3849719	19199444	0.319921875	6.941533333	4.12	71.81615	0.99999884	0.962929863	0.968713034	0.981114337
HumanM10-1-1	Kraken2	Human	Multiple	90%	10G	35999172	4000264	39999436	35364454	8199	634718	3991709	0.319921875	6.941533333	4.09	15.71078333	0.999768211	0.982368539	0.983926705	0.990992006
HumanM10-1-2	Kraken2	Human	Multiple	90%	10G	35999172	4000378	39999550	35328036	121	671136	3999787	0.319921875	6.941533333	4.11	15.98148333	0.999996575	0.981356905	0.983218189	0.990589063
HumanM10-1-3	Kraken2	Human	Multiple	90%	10G	35999174	4000440	39999614	35364044	1090	635128	3998818	0.319921875	6.941533333	4.1	15.76675	0.999969179	0.98235715	0.984094184	0.991084927
HumanM10-1-4	Kraken2	Human	Multiple	90%	10G	35999176	4000430	39999606	35362270	118	636902	3999790	0.319921875	6.941533333	4.11	15.88063333	0.999996663	0.982307871	0.984074134	0.991073345
HumanM10-1-5	Kraken2	Human	Multiple	90%	10G	35999172	4000296	39999468	35169020	18	830152	3999890	0.319921875	6.941533333	4.11	15.98246667	0.999999488	0.976939692	0.979245273	0.988335101
HumanS30-3-1	Kraken2	Human	Single	10%	30G	9599780	86398058	95997838	9430219	1208	169561	86396812	0.319921875	6.941533333	4.12	27.43913333	0.999871918	0.982336991	0.998221115	0.991026896
HumanS30-3-2	Kraken2	Human	Single	10%	30G	9599780	86398062	95997842	9420679	1223	179101	86396797	0.319921875	6.941533333	4.12	31.89183333	0.999870196	0.981343218	0.998121582	0.990520081
HumanS30-3-3	Kraken2	Human	Single	10%	30G	9599780	86398052	95997832	9430760	1217	169020	86396803	0.319921875	6.941533333	4.11	32.85933333	0.999870971	0.982393347	0.998226657	0.991055109
HumanS30-3-4	Kraken2	Human	Single	10%	30G	9599780	86398044	95997824	9429831	1258	169949	86396762	0.319921875	6.941533333	4.12	33.0732	0.999866611	0.982296573	0.998216553	0.991003721
HumanS30-3-5	Kraken2	Human	Single	10%	30G	9599780	86398044	95997824	9377853	1191	221927	86396829	0.319921875	6.941533333	4.12	33.09036667	0.999873015	0.976882074	0.997675801	0.988243845
HumanS60-3-1	Kraken2	Human	Single	10%	60G	19199560	172796118	191995678	18861462	2442	87515	99912485	0.319921875	6.941533333	4.13	65.28406667	0.999870546	0.995381545	0.999243193	0.997620996
HumanS60-3-2	Kraken2	Human	Single	10%	60G	19199560	172796130	191995690	18842062	2400	100016	99899984	0.319921875	6.941533333	4.13	64.67535	0.999872642	0.994719903	0.999138235	0.997289617
HumanS60-3-3	Kraken2	Human	Single	10%	60G	19199560	172796122	191995682	18860788	2376	91684	99908316	0.319921875	6.941533333	4.14	68.67285	0.99987404	0.995162425	0.99920867	0.997512669
HumanS60-3-4	Kraken2	Human	Single	10%	60G	19199560	172796096	191995656	18859886	2501	94305	99905695	0.319921875	6.941533333	4.12	68.6377	0.999867408	0.995024583	0.999185562	0.997440117
HumanS60-3-5	Kraken2	Human	Single	10%	60G	19199560	172796102	191995662	18756154	2502	141543	99858457	0.319921875	6.941533333	4.14	66.82856667	0.999866622	0.99251004	0.998787078	0.996174749
HumanS10-3-1	Kraken2	Human	Single	10%	10G	3999908	35999182	39999090	3929193	525	70715	35998647	0.319921875	6.941533333	4.11	10.80606667	0.999866403	0.982320843	0.998218959	0.99101597
HumanS10-3-2	Kraken2	Human	Single	10%	10G	3999908	35999180	39999088	3924497	509	75411	35998663	0.319921875	6.941533333	4.11	10.76106667	0.999870319	0.981146816	0.998101956	0.990420085
