SampleID	Software	Hosttype	Microbiometype	HostGenomeProportion	DataSize	num_seqs-host	num_seqs-microbiome	num_seqs-total	TP	FP	FN	TN	IndexingMemory	IndexingTime	RunningMemory	RunningTime	Precision	Recall	Accuracy	F1
HumanS60-3-1	BWA	Human	Single	10%	60G	19199560	172796118	191995678	19199560	22533	0	172773507	4.57	65.63555	6.57	722.73595	0.998827755	1	0.999882638	0.999413534
HumanS60-3-2	BWA	Human	Single	10%	60G	19199560	172796130	191995690	19199560	46834	0	172749206	4.57	65.63555	6.79	762.4044833	0.997566609	1	0.999756067	0.998781822
HumanS60-3-3	BWA	Human	Single	10%	60G	19199560	172796122	191995682	19199560	36394	0	172759646	4.57	65.63555	6.73	751.6674667	0.998108022	1	0.999810444	0.999053115
HumanS60-3-4	BWA	Human	Single	10%	60G	19199560	172796096	191995656	19199560	24689	0	172771351	4.57	65.63555	6.77	759.229	0.998715737	1	0.999871409	0.999357456
HumanS60-3-5	BWA	Human	Single	10%	60G	19199560	172796102	191995662	19199560	22768	0	172773272	4.57	65.63555	6.73	751.7468833	0.998815544	1	0.999881414	0.999407421
HumanS10-3-1	BWA	Human	Single	10%	10G	3999908	35999182	39999090	3999908	4772	0	35994400	4.57	65.63555	6.57	217.0092667	0.998808394	1	0.999880697	0.999403842
HumanS10-3-2	BWA	Human	Single	10%	10G	3999908	35999180	39999088	3999908	16670	0	35982502	4.57	65.63555	6.77	208.1844333	0.995849701	1	0.99958324	0.997920535
HumanS10-3-3	BWA	Human	Single	10%	10G	3999908	35999182	39999090	3999908	16702	0	35982470	4.57	65.63555	6.72	198.3002667	0.995841767	1	0.99958244	0.997916552
HumanS10-3-4	BWA	Human	Single	10%	10G	3999908	35999180	39999088	3999908	4775	0	35994397	4.57	65.63555	6.77	207.3831	0.998807646	1	0.999880622	0.999403467
HumanS10-3-5	BWA	Human	Single	10%	10G	3999908	35999178	39999086	3999908	4722	0	35994450	4.57	65.63555	6.72	213.2161	0.998820865	1	0.999881947	0.999410085
HumanS30-2-1	BWA	Human	Single	50%	30G	47998900	47999100	95998000	47998900	6243	0	47992657	4.57	65.63555	6.58	818.9995	0.999869951	1	0.999934967	0.999934971
HumanS30-2-2	BWA	Human	Single	50%	30G	47998900	47999084	95997984	47998900	18281	0	47980619	4.57	65.63555	6.79	863.43295	0.999619282	1	0.999809569	0.999809605
HumanS30-2-3	BWA	Human	Single	50%	30G	47998900	47999088	95997988	47998900	18244	0	47980656	4.57	65.63555	6.74	740.4398	0.999620052	1	0.999809954	0.99980999
HumanS30-2-4	BWA	Human	Single	50%	30G	47998900	47999064	95997964	47998900	6376	0	47992524	4.57	65.63555	6.77	762.3025833	0.999867181	1	0.999933582	0.999933586
HumanS30-2-5	BWA	Human	Single	50%	30G	47998900	47999082	95997982	47998899	6292	1	47992608	4.57	65.63555	6.73	736.3806	0.999868931	0.999999979	0.999934446	0.999934451
HumanS60-2-1	BWA	Human	Single	50%	60G	95997800	95998178	191995978	95997800	12508	0	95985292	4.57	65.63555	6.58	1531.725383	0.999869722	1	0.999934853	0.999934857
HumanS60-2-2	BWA	Human	Single	50%	60G	95997800	95998178	191995978	95997800	36628	0	95961172	4.57	65.63555	6.78	1549.126683	0.999618595	1	0.999809225	0.999809261
HumanS60-2-3	BWA	Human	Single	50%	60G	95997800	95998172	191995972	95997800	26290	0	95971510	4.57	65.63555	6.74	1701.493617	0.999726215	1	0.99986307	0.999863089
HumanS60-2-4	BWA	Human	Single	50%	60G	95997800	95998124	191995924	95997800	12810	0	95984990	4.57	65.63555	6.77	1744.315767	0.999866577	1	0.99993328	0.999933284
HumanS60-2-5	BWA	Human	Single	50%	60G	95997800	95998158	191995958	95997799	12519	1	95985281	4.57	65.63555	6.74	1479.236067	0.999869608	0.99999999	0.99993479	0.999934794
HumanS10-2-1	BWA	Human	Single	50%	10G	19999544	19999624	39999168	19999544	2654	0	19996890	4.57	65.63555	6.57	423.4203167	0.999867315	1	0.999933648	0.999933653
HumanS10-2-2	BWA	Human	Single	50%	10G	19999544	19999638	39999182	19999544	14632	0	19984912	4.57	65.63555	6.78	419.5247667	0.999268918	1	0.999634192	0.999634325
HumanS10-2-3	BWA	Human	Single	50%	10G	19999544	19999628	39999172	19999544	14566	0	19984978	4.57	65.63555	6.73	385.1924833	0.999272213	1	0.999635842	0.999635974
HumanS10-2-4	BWA	Human	Single	50%	10G	19999544	19999600	39999144	19999544	2614	0	19996930	4.57	65.63555	6.77	401.73485	0.999869314	1	0.999934649	0.999934653
HumanS10-2-5	BWA	Human	Single	50%	10G	19999544	19999606	39999150	19999544	2647	0	19996897	4.57	65.63555	6.72	377.3470333	0.999867664	1	0.999933823	0.999933828
HumanS30-1-1	BWA	Human	Single	90%	30G	86398020	9600108	95998128	86398020	1301	0	9598479	4.57	65.63555	6.58	1042.029833	0.999984942	1	0.999986448	0.999992471
HumanS30-1-2	BWA	Human	Single	90%	30G	86398020	9600132	95998152	86398020	13270	0	9586510	4.57	65.63555	6.79	1136.2448	0.999846432	1	0.999861768	0.99992321
HumanS30-1-3	BWA	Human	Single	90%	30G	86398020	9600102	95998122	86398020	13208	0	9586572	4.57	65.63555	6.74	1094.7642	0.999847149	1	0.999862414	0.999923569
HumanS30-1-4	BWA	Human	Single	90%	30G	86398020	9600078	95998098	86398020	1290	0	9598490	4.57	65.63555	6.78	1137.379917	0.999985069	1	0.999986562	0.999992535
HumanS30-1-5	BWA	Human	Single	90%	30G	86398020	9600102	95998122	86398019	1288	1	9598492	4.57	65.63555	6.74	1098.042583	0.999985092	0.999999988	0.999986573	0.99999254
HumanS60-1-1	BWA	Human	Single	90%	60G	172796040	19200206	191996246	172796040	2553	0	19197007	4.57	65.63555	6.58	2081.079733	0.999985226	1	0.999986703	0.999992613
HumanS60-1-2	BWA	Human	Single	90%	60G	169342352	19200260	188542612	169342352	14541	0	19185019	4.57	65.63555	6.79	2274.77785	0.99991414	1	0.999922877	0.999957068
HumanS60-1-3	BWA	Human	Single	90%	60G	172796040	19200250	191996290	172796040	14482	0	19185078	4.57	65.63555	6.74	2447.997217	0.999916197	1	0.999924571	0.999958097
HumanS60-1-4	BWA	Human	Single	90%	60G	172796040	19200186	191996226	172796040	2511	0	19197049	4.57	65.63555	6.77	2533.347467	0.999985469	1	0.999986922	0.999992734
HumanS60-1-5	BWA	Human	Single	90%	60G	166662502	19200160	185862662	166662500	2553	2	19197007	4.57	65.63555	6.74	2109.64995	0.999984682	0.999999988	0.999986253	0.999992335
HumanS10-1-1	BWA	Human	Single	90%	10G	3999908	35999172	39999080	35999172	532	0	3999376	4.57	65.63555	6.58	533.2553333	0.999985222	1	0.9999867	0.999992611
HumanS10-1-2	BWA	Human	Single	90%	10G	3999908	35999172	39999080	35999172	12524	0	3987384	4.57	65.63555	6.78	598.86305	0.999652224	1	0.999686893	0.999826082
HumanS10-1-3	BWA	Human	Single	90%	10G	3999908	35999172	39999080	35999172	527	0	3999381	4.57	65.63555	6.73	574.8370667	0.999985361	1	0.999986825	0.99999268
HumanS10-1-4	BWA	Human	Single	90%	10G	3999908	35999172	39999080	35999172	521	0	3999387	4.57	65.63555	6.77	575.4799667	0.999985528	1	0.999986975	0.999992764
HumanS10-1-5	BWA	Human	Single	90%	10G	3999908	35999172	39999080	35999172	569	0	3999339	4.57	65.63555	6.73	573.7618	0.999984194	1	0.999985775	0.999992097
HumanM30-3-1	KMCP	Human	Multiple	10%	30G	9599794	86398236	95998030	7578042	2116	2021738	86395904	22.45	16.90543333	24.72	207.0748	0.99972085	0.789397465	0.978917704	0.882196665
HumanM30-3-2	KMCP	Human	Multiple	10%	30G	9599786	86398258	95998044	7606092	4	1993688	86398016	22.45	16.90543333	24.81	211.5665833	0.999999474	0.792319407	0.979231899	0.88412726
HumanM30-3-3	KMCP	Human	Multiple	10%	30G	9599792	86398268	95998060	7603346	252	1996434	86397768	22.45	16.90543333	24.62	202.9739667	0.999966858	0.792033359	0.979200711	0.883936399
HumanM30-3-4	KMCP	Human	Multiple	10%	30G	9599792	86398252	95998044	7680402	8	1919378	86398012	22.45	16.90543333	25.29	198.4906333	0.999998958	0.80006021	0.980005938	0.888925643
HumanM30-3-5	KMCP	Human	Multiple	10%	30G	9599786	86398214	95998000	7629084	2	1970696	86398018	22.45	16.90543333	25.07	193.7779833	0.999999738	0.794714462	0.979471425	0.8856165
HumanM60-3-1	KMCP	Human	Multiple	10%	60G	19199586	172796430	191996016	15160038	4178	4039522	172791862	22.45	16.90543333	24.6	483.4771167	0.999724483	0.789603408	0.97893858	0.882326669
HumanM60-3-2	KMCP	Human	Multiple	10%	60G	19199586	172796536	191996122	15214180	12	3985380	172796028	22.45	16.90543333	25.2	367.2423333	0.999999211	0.792423368	0.979242274	0.884191878
HumanM60-3-3	KMCP	Human	Multiple	10%	60G	19199586	172796526	191996112	15207516	514	3992044	172795526	22.45	16.90543333	25.24	366.81145	0.999966202	0.792076277	0.979204951	0.88396287
HumanM60-3-4	KMCP	Human	Multiple	10%	60G	19199578	172796508	191996086	15357300	18	3842260	172796022	22.45	16.90543333	25.88	346.0899167	0.999998828	0.799877706	0.979987677	0.88881293
HumanM60-3-5	KMCP	Human	Multiple	10%	60G	19199584	172796412	191995996	15258146	4	3941414	172796036	22.45	16.90543333	25.71	321.3118	0.999999738	0.794713316	0.979471311	0.885615788
HumanM10-3-1	KMCP	Human	Multiple	10%	10G	3999912	35999258	39999170	3155996	898	843912	35998274	22.45	16.90543333	25.89	60.09283333	0.999715543	0.789017147	0.978879264	0.881957053
HumanM10-3-2	KMCP	Human	Multiple	10%	10G	3999908	35999288	39999196	3168550	2	831358	35999170	22.45	16.90543333	26.25	57.05755	0.999999369	0.79215572	0.979215522	0.8840253
HumanM10-3-3	KMCP	Human	Multiple	10%	10G	3999912	35999270	39999182	3168954	108	830954	35999064	22.45	16.90543333	26.25	56.78521667	0.999965921	0.792256722	0.979222972	0.884075118
HumanM10-3-4	KMCP	Human	Multiple	10%	10G	3999914	35999282	39999196	3200518	2	799390	35999170	22.45	16.90543333	26.62	57.40001667	0.999999375	0.800147903	0.98001474	0.888979933
HumanM10-3-5	KMCP	Human	Multiple	10%	10G	3999908	35999248	39999156	3180894	0	819014	35999172	22.45	16.90543333	25.66	71.05746667	1	0.795241791	0.979524179	0.885943938
HumanM30-2-1	KMCP	Human	Multiple	50%	30G	47998906	47999428	95998334	37894324	1176	10104576	47997724	22.45	16.90543333	24.7	226.1560333	0.999968967	0.789483176	0.894729338	0.882346789
HumanM30-2-2	KMCP	Human	Multiple	50%	30G	47998900	47999584	95998484	38039394	2	9959506	47998898	22.45	16.90543333	24.87	225.4372333	0.999999947	0.792505537	0.896252747	0.884243314
HumanM30-2-3	KMCP	Human	Multiple	50%	30G	47998906	47999668	95998574	38020814	142	9978086	47998758	22.45	16.90543333	24.86	226.0237	0.999996265	0.792118444	0.896057743	0.884000875
HumanM30-2-4	KMCP	Human	Multiple	50%	30G	47998912	47999592	95998504	38391362	4	9607538	47998896	22.45	16.90543333	25.16	225.8943667	0.999999896	0.799838371	0.899919144	0.888789068
HumanM30-2-5	KMCP	Human	Multiple	50%	30G	47998904	47999472	95998376	38146432	2	9852468	47998898	22.45	16.90543333	24.89	224.9780667	0.999999948	0.794735546	0.897367752	0.885629673
HumanM60-2-1	KMCP	Human	Multiple	50%	60G	95997814	95998806	191996620	75783648	2356	20214152	95995444	22.45	16.90543333	26.96	241.8149333	0.999968912	0.789431091	0.894703274	0.882314237
HumanM60-2-2	KMCP	Human	Multiple	50%	60G	95997810	95999128	191996938	76092262	4	19905538	95997796	22.45	16.90543333	27.29	241.4337667	0.999999947	0.792645894	0.896322926	0.884330674
HumanM60-2-3	KMCP	Human	Multiple	50%	60G	95997814	95999344	191997158	76041822	286	19955978	95997514	22.45	16.90543333	27.27	242.95785	0.999996239	0.792120465	0.896058743	0.884002124
HumanM60-2-4	KMCP	Human	Multiple	50%	60G	95997814	95999116	191996930	76774552	8	19223248	95997792	22.45	16.90543333	27.84	242.3529333	0.999999896	0.799753244	0.899876581	0.888736509
HumanM60-2-5	KMCP	Human	Multiple	50%	60G	95997808	95998942	191996750	76292134	2	19705666	95997798	22.45	16.90543333	27.27	243.6375333	0.999999974	0.794727942	0.89736396	0.885624962
HumanM10-2-1	KMCP	Human	Multiple	50%	10G	19999546	19999756	39999302	15791318	474	4208226	19999070	22.45	16.90543333	30.47	56.26533333	0.999969984	0.789583903	0.894780101	0.882410089
HumanM10-2-2	KMCP	Human	Multiple	50%	10G	19999544	19999844	39999388	15847306	2	4152238	19999542	22.45	16.90543333	31	56.18383333	0.999999874	0.792383366	0.896191633	0.884167235
HumanM10-2-3	KMCP	Human	Multiple	50%	10G	19999546	19999868	39999414	15840644	68	4158900	19999476	22.45	16.90543333	31.1	55.83156667	0.999995707	0.792050259	0.896023429	0.883958195
HumanM10-2-4	KMCP	Human	Multiple	50%	10G	19999550	19999866	39999416	15997162	2	4002382	19999542	22.45	16.90543333	32.06	56.40283333	0.999999875	0.799876337	0.899938119	0.888812499
HumanM10-2-5	KMCP	Human	Multiple	50%	10G	19999544	19999790	39999334	15894118	0	4105426	19999544	22.45	16.90543333	31.14	55.66498333	1	0.79472402	0.89736201	0.885622537
HumanM30-1-1	KMCP	Human	Multiple	90%	30G	86398020	9600586	95998606	68204876	248	18193144	9599532	22.45	16.90543333	24.73	215.1381667	0.999996364	0.789426378	0.810481157	0.882321979
HumanM30-1-2	KMCP	Human	Multiple	90%	30G	86398020	9600894	95998914	68479962	0	17918058	9599780	22.45	16.90543333	24.86	218.5838833	1	0.792610317	0.813349285	0.884308552
HumanM30-1-3	KMCP	Human	Multiple	90%	30G	86398022	9601044	95999066	68433852	42	17964168	9599738	22.45	16.90543333	24.99	212.242	0.999999386	0.792076624	0.812868524	0.883976052
HumanM30-1-4	KMCP	Human	Multiple	90%	30G	86398026	9600902	95998928	69098114	0	17299906	9599780	22.45	16.90543333	25.45	199.3447333	1	0.799765018	0.819788516	0.888743819
HumanM30-1-5	KMCP	Human	Multiple	90%	30G	86398020	9600722	95998742	54654026	0	31743994	9599780	22.45	16.90543333	25.16	160.6746167	1	0.632584242	0.669325818	0.774948362
HumanM60-1-1	KMCP	Human	Multiple	90%	60G	172796042	19201166	191997208	136409768	452	36386272	19199108	22.45	16.90543333	24.33	508.15105	0.999996686	0.789426471	0.810481469	0.882322163
HumanM60-1-2	KMCP	Human	Multiple	90%	60G	169342352	19201768	188544120	134233552	2	35108800	19199558	22.45	16.90543333	24.48	494.2123	0.999999985	0.792675609	0.813787812	0.884349182
HumanM60-1-3	KMCP	Human	Multiple	90%	60G	172796042	19202072	191998114	136874140	68	35921900	19199492	22.45	16.90543333	24.57	482.6460833	0.999999503	0.79211387	0.812902129	0.883999292
HumanM60-1-4	KMCP	Human	Multiple	90%	60G	172796046	19201838	191997884	138183950	2	34612090	19199558	22.45	16.90543333	24.74	446.6171167	0.999999986	0.799693963	0.819724556	0.888699939
HumanM60-1-5	KMCP	Human	Multiple	90%	60G	166662502	19201374	185863876	132460888	0	34201614	19199560	22.45	16.90543333	24.8	430.00715	1	0.794785188	0.815983888	0.885660516
HumanM10-1-1	KMCP	Human	Multiple	90%	10G	35999172	4000264	39999436	28418220	126	7580952	3999782	22.45	16.90543333	27.62	90.5395	0.999995566	0.789413157	0.810468691	0.88231341
HumanM10-1-2	KMCP	Human	Multiple	90%	10G	35999172	4000378	39999550	28531892	0	7467280	3999908	22.45	16.90543333	28.01	88.26191667	1	0.792570785	0.813313706	0.884283947
HumanM10-1-3	KMCP	Human	Multiple	90%	10G	35999174	4000440	39999614	28515828	12	7483344	3999896	22.45	16.90543333	27.97	88.64895	0.999999579	0.792124552	0.812911797	0.884005974
HumanM10-1-4	KMCP	Human	Multiple	90%	10G	35999176	4000430	39999606	28794764	0	7204408	3999908	22.45	16.90543333	28.58	90.27261667	1	0.799872953	0.819885657	0.888810459
HumanM10-1-5	KMCP	Human	Multiple	90%	10G	35999172	4000296	39999468	28607616	0	7391556	3999908	22.45	16.90543333	28.04	89.58018333	1	0.794674278	0.81520685	0.88559165
HumanS30-3-1	KMCP	Human	Single	10%	30G	9599780	86398058	95997838	7578042	0	2021738	86398020	22.45	16.90543333	24.77	210.81965	1	0.789397465	0.978939747	0.882305335
HumanS30-3-2	KMCP	Human	Single	10%	30G	9599780	86398062	95997842	7606092	0	1993688	86398020	22.45	16.90543333	24.81	226.3768333	1	0.792319407	0.979231941	0.884127465
HumanS30-3-3	KMCP	Human	Single	10%	30G	9599780	86398052	95997832	7603346	0	1996434	86398020	22.45	16.90543333	24.84	223.7126167	1	0.792033359	0.979203336	0.883949347
HumanS30-3-4	KMCP	Human	Single	10%	30G	9599780	86398044	95997824	7680402	0	1919378	86398020	22.45	16.90543333	25.36	209.1769833	1	0.80006021	0.980006021	0.888926054
HumanS30-3-5	KMCP	Human	Single	10%	30G	9599780	86398044	95997824	7629084	0	1970696	86398020	22.45	16.90543333	25.06	206.2068667	1	0.794714462	0.979471446	0.885616602
HumanS60-3-1	KMCP	Human	Single	10%	60G	19199560	172796118	191995678	15160038	0	4039522	172796040	22.45	16.90543333	28.39	205.1519	1	0.789603408	0.978960341	0.882433956
HumanS60-3-2	KMCP	Human	Single	10%	60G	19199560	172796130	191995690	15214180	0	3985380	172796040	22.45	16.90543333	27.7	204.4523833	1	0.792423368	0.979242337	0.884192186
HumanS60-3-3	KMCP	Human	Single	10%	60G	19199560	172796122	191995682	15207516	0	3992044	172796040	22.45	16.90543333	27.8	205.8073	1	0.792076277	0.979207628	0.883976075
HumanS60-3-4	KMCP	Human	Single	10%	60G	19199560	172796096	191995656	15357300	0	3842260	172796040	22.45	16.90543333	28.42	204.8969167	1	0.799877706	0.979987771	0.888813393
HumanS60-3-5	KMCP	Human	Single	10%	60G	19199560	172796102	191995662	15258146	0	3941414	172796040	22.45	16.90543333	27.76	206.0418	1	0.794713316	0.979471332	0.885615891
HumanS10-3-1	KMCP	Human	Single	10%	10G	3999908	35999182	39999090	3155996	0	843912	35999172	22.45	16.90543333	24.72	88.99256667	1	0.789017147	0.978901715	0.88206773
HumanS10-3-2	KMCP	Human	Single	10%	10G	3999908	35999180	39999088	3168550	0	831358	35999172	22.45	16.90543333	24.57	125.32015	1	0.79215572	0.979215572	0.884025546
HumanS10-3-3	KMCP	Human	Single	10%	10G	3999908	35999182	39999090	3168954	0	830954	35999172	22.45	16.90543333	24.69	97.16591667	1	0.792256722	0.979225672	0.884088437
HumanS10-3-4	KMCP	Human	Single	10%	10G	3999908	35999180	39999088	3200518	0	799390	35999172	22.45	16.90543333	24.92	117.2001333	1	0.800147903	0.98001479	0.88898018
HumanS10-3-5	KMCP	Human	Single	10%	10G	3999908	35999178	39999086	3180894	0	819014	35999172	22.45	16.90543333	24.75	95.08051667	1	0.795241791	0.979524179	0.885943938
HumanS30-2-1	KMCP	Human	Single	50%	30G	47998900	47999100	95998000	37894324	0	10104576	47998900	22.45	16.90543333	24.8	215.7506833	1	0.789483176	0.894741588	0.882358869
HumanS30-2-2	KMCP	Human	Single	50%	30G	47998900	47999084	95997984	38039394	0	9959506	47998900	22.45	16.90543333	24.9	226.7789833	1	0.792505537	0.896252768	0.884243335
HumanS30-2-3	KMCP	Human	Single	50%	30G	47998900	47999088	95997988	38020814	0	9978086	47998900	22.45	16.90543333	24.91	225.2798667	1	0.792118444	0.896059222	0.884002335
HumanS30-2-4	KMCP	Human	Single	50%	30G	47998900	47999064	95997964	38391362	0	9607538	47998900	22.45	16.90543333	25.42	210.6833	1	0.799838371	0.899919186	0.888789109
HumanS30-2-5	KMCP	Human	Single	50%	30G	47998900	47999082	95997982	38146432	0	9852468	47998900	22.45	16.90543333	25.16	208.5350167	1	0.794735546	0.897367773	0.885629694
HumanS60-2-1	KMCP	Human	Single	50%	60G	95997800	95998178	191995978	75783648	0	20214152	95997800	22.45	16.90543333	29.14	349.7242333	1	0.789431091	0.894715546	0.882326338
HumanS60-2-2	KMCP	Human	Single	50%	60G	95997800	95998178	191995978	76092262	0	19905538	95997800	22.45	16.90543333	27.2	244.3457333	1	0.792645894	0.896322947	0.884330694
HumanS60-2-3	KMCP	Human	Single	50%	60G	95997800	95998172	191995972	76041822	0	19955978	95997800	22.45	16.90543333	29.62	363.97605	1	0.792120465	0.896060233	0.884003593
HumanS60-2-4	KMCP	Human	Single	50%	60G	95997800	95998124	191995924	76774552	0	19223248	95997800	22.45	16.90543333	28.62	383.6955	1	0.799753244	0.899876622	0.88873655
HumanS60-2-5	KMCP	Human	Single	50%	60G	95997800	95998158	191995958	76292134	0	19705666	95997800	22.45	16.90543333	25.64	340.1922	1	0.794727942	0.897363971	0.885624972
HumanS10-2-1	KMCP	Human	Single	50%	10G	19999544	19999624	39999168	15791318	0	4208226	19999544	22.45	16.90543333	24.67	94.41225	1	0.789583903	0.894791951	0.882421776
HumanS10-2-2	KMCP	Human	Single	50%	10G	19999544	19999638	39999182	15847306	0	4152238	19999544	22.45	16.90543333	24.84	94.41571667	1	0.792383366	0.896191683	0.884167284
HumanS10-2-3	KMCP	Human	Single	50%	10G	19999544	19999628	39999172	15840644	0	4158900	19999544	22.45	16.90543333	24.85	94.14636667	1	0.792050259	0.896025129	0.883959872
HumanS10-2-4	KMCP	Human	Single	50%	10G	19999544	19999600	39999144	15997162	0	4002382	19999544	22.45	16.90543333	25.15	94.33646667	1	0.799876337	0.899938169	0.888812549
HumanS10-2-5	KMCP	Human	Single	50%	10G	19999544	19999606	39999150	15894118	0	4105426	19999544	22.45	16.90543333	24.89	94.10456667	1	0.79472402	0.89736201	0.885622537
HumanS30-1-1	KMCP	Human	Single	90%	30G	86398020	9600108	95998128	68204876	0	18193144	9599780	22.45	16.90543333	24.8	221.9747	1	0.789426378	0.81048374	0.882323395
HumanS30-1-2	KMCP	Human	Single	90%	30G	86398020	9600132	95998152	68479962	0	17918058	9599780	22.45	16.90543333	24.91	230.9822833	1	0.792610317	0.813349285	0.884308552
HumanS30-1-3	KMCP	Human	Single	90%	30G	86398020	9600102	95998122	68433852	0	17964168	9599780	22.45	16.90543333	24.89	231.68465	1	0.792076624	0.812868962	0.883976291
HumanS30-1-4	KMCP	Human	Single	90%	30G	86398020	9600078	95998098	69098114	0	17299906	9599780	22.45	16.90543333	25.45	213.5566	1	0.799765018	0.819788516	0.888743819
HumanS30-1-5	KMCP	Human	Single	90%	30G	86398020	9600102	95998122	68661710	0	17736310	9599780	22.45	16.90543333	25.18	212.9432833	1	0.79471393	0.815242537	0.885616272
HumanS60-1-1	KMCP	Human	Single	90%	60G	172796040	19200206	191996246	136409768	0	36386272	19199560	22.45	16.90543333	24.88	441.6749	1	0.789426471	0.810483824	0.882323452
HumanS60-1-2	KMCP	Human	Single	90%	60G	169342352	19200260	188542612	134233552	0	35108800	19199560	22.45	16.90543333	24.94	454.3990167	1	0.792675609	0.813787822	0.884349187
HumanS60-1-3	KMCP	Human	Single	90%	60G	172796040	19200250	191996290	136874140	0	35921900	19199560	22.45	16.90543333	25.2	418.0103333	1	0.79211387	0.812902483	0.883999486
HumanS60-1-4	KMCP	Human	Single	90%	60G	172796040	19200186	191996226	138183950	0	34612090	19199560	22.45	16.90543333	27.32	272.6723167	1	0.799693963	0.819724567	0.888699945
